"GEOID20","pop","black_alone","black_any","vap","black_any_vap"
"130670304123010",214,48,57,178,44
"130670304123011",0,0,0,0,0
"130670304123012",0,0,0,0,0
"130670304123013",189,31,39,135,20
"130670304123014",65,7,14,49,12
"130670304123015",0,0,0,0,0
"130670304123016",0,0,0,0,0
"130670304123017",0,0,0,0,0
"130670304131000",1176,582,620,983,480
"130670304131001",0,0,0,0,0
"130670304131002",0,0,0,0,0
"130670304131003",179,97,99,149,81
"130670304131004",147,79,82,130,68
"130670304132000",436,128,133,339,105
"130670304132001",148,42,48,110,33
"130670304132002",719,417,452,493,289
"130670304132003",92,56,63,70,46
"130670304132004",146,95,110,112,84
"130670304132005",171,136,148,99,87
"130670304132006",32,9,15,20,9
"130670304132007",570,356,397,370,251
"130670304132008",108,56,63,73,37
"130670304132009",121,83,88,72,48
"130670304132010",73,32,33,47,21
"130670304133000",878,303,319,759,259
"130670304133001",62,5,16,43,12
"130670304133002",94,43,47,70,30
"130670304133003",128,34,49,97,37
"130670304133004",249,112,125,219,104
"130670304133005",0,0,0,0,0
"130670304133006",62,25,30,49,24
"130670304133007",336,127,138,261,95
"130670304133008",142,39,48,109,34
"130670304141000",0,0,0,0,0
"130670304141001",25,8,13,22,12
"130670304141002",0,0,0,0,0
"130670304141003",56,46,54,36,34
"130670304141004",0,0,0,0,0
"130670304141005",0,0,0,0,0
"130670304141006",0,0,0,0,0
"130670304141007",53,37,39,45,31
"130670304141008",86,56,56,70,42
"130670304141009",597,374,403,436,275
"130670304141010",0,0,0,0,0
"130670304141011",0,0,0,0,0
"130670304141012",73,46,54,58,42
"130670304141013",117,37,44,91,35
"130670304141014",67,40,50,44,37
"130670304141015",0,0,0,0,0
"130670304141016",0,0,0,0,0
"130670304141017",0,0,0,0,0
"130670304141018",0,0,0,0,0
"130670304141019",424,137,150,319,115
"130670304141020",42,17,18,34,18
"130670304141021",90,32,36,64,24
"130670304141022",336,169,187,246,129
"130670304141023",0,0,0,0,0
"130670304141024",88,47,49,56,32
"130670304141025",58,23,26,36,20
"130670304142000",0,0,0,0,0
"130670304142001",0,0,0,0,0
"130670304142002",40,1,8,24,5
"130670304142003",839,559,570,746,492
"130670304142004",77,50,51,68,49
"130670304142005",69,45,49,64,46
"130670304142006",109,51,53,90,44
"130670304142007",28,6,8,27,7
"130670304142008",0,0,0,0,0
"130670304142009",67,48,58,52,48
"130670305051000",102,13,15,75,9
"130670305051001",857,308,321,760,273
"130670305051002",98,16,20,84,15
"130670305051003",174,27,29,144,29
"130670305051004",0,0,0,0,0
"130670305051005",0,0,0,0,0
"130670305051006",0,0,0,0,0
"130670305051007",0,0,0,0,0
"130670305051008",41,0,3,25,3
"130670305051009",65,6,12,55,9
"130670305051010",40,4,4,22,1
"130670305051011",53,6,8,35,2
"130670305051012",32,1,4,23,4
"130670305051013",0,0,0,0,0
"130670305051014",0,0,0,0,0
"130670305051015",41,6,9,29,3
"130670305051016",39,5,9,28,9
"130670305051017",0,0,0,0,0
"130670305052000",252,66,72,206,60
"130670305052001",361,63,65,312,59
"130670305052002",43,2,5,33,5
"130670305052003",472,191,210,390,160
"130670305052004",0,0,0,0,0
"130670305052005",0,0,0,0,0
"130670305052006",0,0,0,0,0
"130670305052007",5,0,0,3,0
"130670305052008",0,0,0,0,0
"130670305052009",0,0,0,0,0
"130670305052010",0,0,0,0,0
"130670305052011",0,0,0,0,0
"130670305052012",0,0,0,0,0
"130670305053000",0,0,0,0,0
"130670305053001",0,0,0,0,0
"130670305053002",0,0,0,0,0
"130670305053003",7,1,1,4,0
"130670305053004",136,56,61,94,33
"130670305053005",0,0,0,0,0
"130670305053006",141,28,31,112,26
"130670305053007",71,20,24,59,16
"130670305053008",61,3,3,51,3
"130670305053009",23,8,8,21,7
"130670305053010",65,14,21,41,10
"130670305053011",39,4,4,35,4
"130670305053012",800,482,487,653,362
"130670305053013",544,329,342,429,271
"130670305053014",0,0,0,0,0
"130670305053015",0,0,0,0,0
"130670305054000",0,0,0,0,0
"130670305054001",58,7,11,49,11
"130670305054002",50,0,4,36,4
"130670305054003",0,0,0,0,0
"130670305054004",0,0,0,0,0
"130670305054005",0,0,0,0,0
"130670305054006",0,0,0,0,0
"130670305054007",0,0,0,0,0
"130670305054008",26,0,4,24,4
"130670305054009",26,6,10,21,8
"130670305054010",23,6,7,16,5
"130670305054011",51,12,14,41,11
"130670305054012",49,7,7,38,4
"130670305054013",0,0,0,0,0
"130670305054014",0,0,0,0,0
"130670305054015",83,0,1,52,0
"130670305054016",55,7,7,28,7
"130670305054017",0,0,0,0,0
"130670305054018",24,0,4,15,4
"130670305054019",168,0,3,90,0
"130670305054020",137,5,6,92,4
"130670305054021",60,0,7,35,5
"130670305054022",0,0,0,0,0
"130670305054023",0,0,0,0,0
"130670305054024",0,0,0,0,0
"130670305054025",0,0,0,0,0
"130670305054026",29,4,4,19,3
"130670305054027",815,440,463,642,345
"130670305054028",0,0,0,0,0
"130670305054029",18,3,3,11,0
"130670305054030",0,0,0,0,0
"130670305054031",0,0,0,0,0
"130670305054032",0,0,0,0,0
"130670305061000",8,0,0,8,0
"130670305061001",19,2,5,11,2
"130670305061002",231,21,21,197,14
"130670305061003",43,0,2,34,2
"130670305061004",51,6,12,41,4
"130670305061005",32,0,1,23,1
"130670305061006",23,0,0,22,0
"130670305061007",22,1,4,15,2
"130670305061008",24,0,0,13,0
"130670305061009",38,7,8,31,6
"130670305061010",13,0,0,8,0
"130670305061011",334,33,34,295,26
"130670305061012",20,2,2,13,0
"130670305061013",28,6,6,19,5
"130670305061014",26,1,1,22,1
"130670305061015",11,0,3,8,3
"130670305061016",201,37,37,181,33
"130670305061017",157,20,22,128,13
"130670305061018",24,2,2,13,0
"130670305061019",226,36,38,184,33
"130670305061020",55,3,3,48,0
"130670305061021",56,10,10,45,10
"130670305061022",50,2,2,41,2
"130670305061023",48,0,4,42,1
"130670305062000",66,0,1,54,1
"130670305062001",28,0,0,19,0
"130670305062002",54,8,8,40,8
"130670305062003",55,3,5,38,5
"130670305062004",49,12,13,42,8
"130670305062005",48,7,7,44,6
"130670305062006",36,0,1,31,1
"130670305062007",709,403,422,597,328
"130670305062008",60,33,33,50,25
"130670305062009",132,51,61,103,44
"130670305062010",0,0,0,0,0
"130670305062011",38,8,17,33,17
"130670305062012",377,189,197,312,167
"130670305062013",0,0,0,0,0
"130670305062014",0,0,0,0,0
"130670305063000",136,5,8,108,7
"130670305063001",92,3,3,78,1
"130670305063002",27,1,2,20,1
"130670305063003",46,2,2,33,0
"130670305063004",31,2,2,28,0
"130670305063005",50,1,2,44,1
"130670305063006",0,0,0,0,0
"130670305063007",0,0,0,0,0
"130670305063008",24,2,11,18,6
"130670305063009",63,3,4,52,4
"130670305063010",16,0,0,13,0
"130670305063011",0,0,0,0,0
"130670305063012",21,11,11,17,11
"130670305063013",0,0,0,0,0
"130670305063014",0,0,0,0,0
"130670305063015",0,0,0,0,0
"130670305063016",0,0,0,0,0
"130670305063017",0,0,0,0,0
"130670305063018",25,1,2,18,1
"130670305063019",0,0,0,0,0
"130670305063020",63,13,13,54,13
"130670305063021",18,0,0,16,0
"130670305063022",0,0,0,0,0
"130670305063023",0,0,0,0,0
"130670305063024",0,0,0,0,0
"130670305063025",0,0,0,0,0
"130670305063026",0,0,0,0,0
"130670305063027",0,0,0,0,0
"130670305063028",0,0,0,0,0
"130670305063029",0,0,0,0,0
"130670305063030",0,0,0,0,0
"130670305063031",0,0,0,0,0
"130670305063032",0,0,0,0,0
"130670305063033",0,0,0,0,0
"130670305063034",0,0,0,0,0
"130670305063035",35,0,1,26,0
"130670305063036",0,0,0,0,0
"130670305063037",61,2,2,44,0
"130670305063038",0,0,0,0,0
"130670305063039",21,5,7,13,7
"130670305063040",24,9,9,16,8
"130670305063041",13,0,1,8,0
"130670305063042",0,0,0,0,0
"130670305063043",0,0,0,0,0
"130670305063044",0,0,0,0,0
"130670305063045",35,4,7,19,5
"130670305063046",82,3,3,61,0
"130670305063047",37,0,0,25,0
"130670305063048",0,0,0,0,0
"130670305063049",0,0,0,0,0
"130670305063050",0,0,0,0,0
"130670305063051",255,188,188,212,156
"130670305063052",16,0,2,13,2
"130670305063053",6,4,6,2,2
"130670305063054",7,0,0,4,0
"130670305063055",16,3,3,7,2
"130670305063056",15,2,3,13,2
"130670305063057",20,0,0,12,0
"130670305063058",25,0,0,22,0
"130670305063059",0,0,0,0,0
"130670305071000",102,11,16,82,12
"130670305071001",85,4,13,69,7
"130670305071002",403,49,51,312,37
"130670305071003",30,8,11,17,6
"130670305071004",64,11,12,45,8
"130670305071005",66,7,14,53,11
"130670305071006",56,4,5,51,4
"130670305071007",20,2,2,17,2
"130670305071008",622,88,91,512,73
"130670305071009",93,8,10,77,7
"130670305071010",113,18,18,76,13
"130670305071011",39,12,16,34,16
"130670305071012",35,6,7,27,7
"130670305071013",169,9,12,124,11
"130670305071014",47,6,11,36,5
"130670305071015",76,13,17,63,12
"130670305071016",78,10,14,56,13
"130670305072000",439,70,71,337,55
"130670305072001",42,1,6,29,2
"130670305072002",92,8,12,78,9
"130670305072003",31,0,3,28,1
"130670305072004",32,2,6,28,6
"130670305072005",10,2,2,2,1
"130670305072006",194,55,61,146,37
"130670305072007",45,1,2,36,2
"130670305072008",38,7,8,31,3
"130670305072009",38,0,0,27,0
"130670305072010",24,0,3,14,0
"130670305072011",29,0,5,23,2
"130670305072012",42,6,10,29,7
"130670305072013",337,62,67,276,45
"130670305073000",25,14,14,17,14
"130670305073001",44,0,0,26,0
"130670305073002",251,47,49,200,44
"130670305073003",63,16,22,55,16
"130670305073004",32,2,4,29,4
"130670305073005",85,9,12,76,10
"130670305073006",0,0,0,0,0
"130670305073007",0,0,0,0,0
"130670305073008",0,0,0,0,0
"130670305073009",316,38,38,242,28
"130670305073010",0,0,0,0,0
"130670305073011",73,8,13,63,9
"130670305073012",127,15,24,93,13
"130670305073013",390,43,45,290,36
"130670305073014",40,4,5,32,1
"130670305073015",20,0,0,19,0
"130670305073016",7,0,2,3,0
"130670305073017",13,0,1,7,1
"130670305073018",17,1,1,10,1
"130670305073019",17,3,3,9,3
"130670305073020",0,0,0,0,0
"130670305073021",0,0,0,0,0
"130670305073022",21,0,0,19,0
"130670305073023",6,0,1,3,1
"130670305073024",6,1,1,4,1
"130670305073025",19,0,5,3,1
"130670305073026",0,0,0,0,0
"130670305073027",0,0,0,0,0
"130670305073028",157,17,19,134,17
"130670305073029",33,6,7,28,3
"130670305081000",276,80,84,217,56
"130670305081001",503,84,87,406,71
"130670305081002",87,9,16,63,9
"130670305081003",21,2,4,16,3
"130670305081004",0,0,0,0,0
"130670305081005",0,0,0,0,0
"130670305081006",24,8,8,18,2
"130670305081007",9,3,4,5,4
"130670305081008",0,0,0,0,0
"130670305081009",0,0,0,0,0
"130670305081010",0,0,0,0,0
"130670305081011",21,3,5,15,5
"130670305081012",97,21,21,73,16
"130670305081013",0,0,0,0,0
"130670305081014",0,0,0,0,0
"130670305081015",0,0,0,0,0
"130670305081016",0,0,0,0,0
"130670305081017",0,0,0,0,0
"130670305081018",0,0,0,0,0
"130670305081019",228,88,92,160,70
"130670305081020",31,8,9,25,4
"130670305081021",0,0,0,0,0
"130670305081022",187,82,82,150,65
"130670305081023",34,11,12,27,11
"130670305081024",28,9,13,23,13
"130670305081025",18,0,5,10,4
"130670305081026",14,1,1,12,1
"130670305081027",0,0,0,0,0
"130670305081028",129,72,72,93,57
"130670305081029",121,49,50,80,35
"130670305081030",112,45,45,67,28
"130670305081031",12,5,7,7,5
"130670305081032",0,0,0,0,0
"130670305081033",0,0,0,0,0
"130670305081034",0,0,0,0,0
"130670305081035",0,0,0,0,0
"130670305081036",0,0,0,0,0
"130670305081037",78,10,11,63,7
"130670305081038",31,2,2,21,2
"130670305081039",27,2,5,20,0
"130670305081040",85,7,7,59,5
"130670305081041",31,3,5,27,4
"130670305081042",24,1,1,13,0
"130670305081043",25,1,3,17,0
"130670305081044",0,0,0,0,0
"130670305081045",0,0,0,0,0
"130670305081046",0,0,0,0,0
"130670305081047",0,0,0,0,0
"130670305081048",0,0,0,0,0
"130670305081049",0,0,0,0,0
"130670305081050",0,0,0,0,0
"130670305081051",0,0,0,0,0
"130670305081052",0,0,0,0,0
"130670305081053",0,0,0,0,0
"130670305081054",0,0,0,0,0
"130670305081055",22,8,12,16,9
"130670305082000",101,12,12,75,7
"130670305082001",194,24,28,148,21
"130670305082002",77,1,1,63,1
"130670305082003",120,14,15,96,11
"130670305082004",41,2,3,34,2
"130670305082005",27,3,3,23,2
"130670305082006",33,1,1,26,0
"130670305082007",30,0,1,24,1
"130670305082008",118,4,4,72,4
"130670305082009",194,22,24,145,22
"130670305082010",126,7,7,117,5
"130670305082011",19,0,0,13,0
"130670305082012",45,5,5,42,5
"130670305082013",39,2,3,33,3
"130670305091000",0,0,0,0,0
"130670305091001",145,0,0,143,0
"130670305091002",30,3,6,22,2
"130670305091003",117,6,6,104,6
"130670305091004",183,27,29,159,18
"130670305091005",56,1,1,42,1
"130670305091006",44,0,0,35,0
"130670305091007",663,83,92,495,50
"130670305091008",70,7,8,51,8
"130670305091009",180,27,27,148,16
"130670305091010",63,2,3,42,3
"130670305091011",53,0,1,46,1
"130670305091012",51,1,1,43,0
"130670305092000",230,17,17,187,12
"130670305092001",34,2,2,29,2
"130670305092002",24,0,0,22,0
"130670305092003",91,9,10,76,8
"130670305092004",127,8,15,106,13
"130670305092005",211,28,33,168,27
"130670305092006",47,2,3,30,3
"130670305092007",240,28,31,199,16
"130670305092008",39,11,14,38,14
"130670305092009",176,16,16,153,15
"130670305092010",31,6,7,23,5
"130670305092011",0,0,0,0,0
"130670305092012",38,9,12,32,7
"130670305092013",51,4,5,39,3
"130670305092014",32,2,3,26,2
"130670305092015",0,0,0,0,0
"130670305092016",236,53,57,177,44
"130670305092017",84,13,13,71,10
"130670305092018",27,9,12,25,12
"130670305092019",27,4,4,19,4
"130670305092020",133,5,7,106,6
"130670305092021",172,51,53,132,34
"130670305092022",21,7,7,16,7
"130670305092023",0,0,0,0,0
"130670305092024",0,0,0,0,0
"130670305092025",42,16,21,35,19
"130670305101000",487,40,48,346,29
"130670305101001",108,1,1,69,0
"130670305101002",516,71,72,436,63
"130670305101003",109,16,20,98,16
"130670305101004",88,19,22,75,17
"130670305101005",70,20,23,49,20
"130670305101006",111,36,39,97,31
"130670305101007",62,20,23,53,18
"130670305101008",281,8,9,194,8
"130670305101009",0,0,0,0,0
"130670305111000",0,0,0,0,0
"130670305111001",793,96,111,526,75
"130670305111002",78,10,16,52,8
"130670305111003",31,0,1,20,1
"130670305111004",64,12,12,39,2
"130670305111005",0,0,0,0,0
"130670305111006",222,43,44,158,36
"130670305111007",48,22,24,37,20
"130670305111008",61,23,24,48,18
"130670305111009",95,9,14,62,11
"130670305111010",25,4,6,19,5
"130670305111011",36,1,2,28,1
"130670305112000",85,19,24,79,22
"130670305112001",51,11,14,43,14
"130670305112002",113,15,15,79,7
"130670305112003",42,15,15,34,9
"130670305112004",74,16,19,60,10
"130670305112005",17,0,0,17,0
"130670305112006",8,0,1,6,0
"130670305112007",0,0,0,0,0
"130670305112008",160,18,21,125,13
"130670305112009",51,3,4,43,1
"130670305112010",132,19,19,97,15
"130670305112011",24,0,0,20,0
"130670305112012",44,0,0,31,0
"130670305112013",0,0,0,0,0
"130670305112014",93,6,10,68,7
"130670305112015",52,5,5,36,3
"130670305112016",0,0,0,0,0
"130670305112017",0,0,0,0,0
"130670305112018",0,0,0,0,0
"130670305112019",109,10,15,84,12
"130670305112020",92,2,5,72,2
"130670305112021",55,9,10,45,9
"130670305112022",21,0,1,17,1
"130670305112023",51,6,6,44,6
"130670305112024",44,13,17,38,15
"130670305112025",9,0,0,6,0
"130670305112026",0,0,0,0,0
"130670305112027",102,3,5,74,5
"130670305113000",361,89,100,307,86
"130670305113001",70,23,26,60,23
"130670305113002",268,36,39,223,29
"130670305113003",52,7,8,32,3
"130670305113004",29,2,2,24,2
"130670305113005",35,4,7,22,4
"130670305113006",782,142,160,687,136
"130670305113007",75,25,28,70,26
"130670305113008",31,4,5,29,4
"130670305113009",53,12,12,43,6
"130670305113010",0,0,0,0,0
"130670305113011",25,4,5,17,5
"130670306021000",0,0,0,0,0
"130670306021001",0,0,0,0,0
"130670306021002",0,0,0,0,0
"130670306021003",27,5,5,19,0
"130670306021004",0,0,0,0,0
"130670306021005",0,0,0,0,0
"130670306021006",22,1,1,17,0
"130670306021007",0,0,0,0,0
"130670306021008",0,0,0,0,0
"130670306021009",262,51,51,177,39
"130670306021010",0,0,0,0,0
"130670306021011",0,0,0,0,0
"130670306021012",50,7,7,41,7
"130670306021013",0,0,0,0,0
"130670306021014",0,0,0,0,0
"130670306021015",0,0,0,0,0
"130670306021016",4,1,1,2,0
"130670306021017",312,60,61,260,53
"130670306021018",0,0,0,0,0
"130670306021019",356,83,83,305,68
"130670306021020",178,67,69,152,52
"130670306021021",163,45,45,140,29
"130670306021022",0,0,0,0,0
"130670306021023",0,0,0,0,0
"130670306022000",0,0,0,0,0
"130670306022001",0,0,0,0,0
"130670306022002",3,1,1,3,1
"130670306022003",997,88,97,855,94
"130670306022004",97,2,3,71,2
"130670306022005",11,0,2,9,1
"130670306022006",0,0,0,0,0
"130670306022007",8,1,3,3,1
"130670306022008",0,0,0,0,0
"130670306022009",0,0,0,0,0
"130670306022010",26,0,5,23,5
"130670306022011",0,0,0,0,0
"130670306022012",16,1,1,12,1
"130670306022013",14,3,4,7,1
"130670306022014",36,0,7,24,4
"130670306022015",97,2,5,61,4
"130670306022016",246,5,6,175,6
"130670306022017",222,11,13,166,1
"130670306022018",10,4,4,7,4
"130670306022019",0,0,0,0,0
"130670306022020",119,6,6,107,6
"130670306022021",54,11,15,44,9
"130670306022022",19,3,3,15,3
"130670306023000",0,0,0,0,0
"130670306023001",0,0,0,0,0
"130670306023002",0,0,0,0,0
"130670306023003",0,0,0,0,0
"130670306023004",0,0,0,0,0
"130670306023005",0,0,0,0,0
"130670306023006",77,56,57,75,57
"130670306023007",0,0,0,0,0
"130670306023008",0,0,0,0,0
"130670306023009",0,0,0,0,0
"130670306023010",6,0,1,5,1
"130670306023011",0,0,0,0,0
"130670306023012",0,0,0,0,0
"130670306023013",62,6,6,56,2
"130670306023014",0,0,0,0,0
"130670306023015",0,0,0,0,0
"130670306023016",9,0,1,9,1
"130670306023017",17,2,2,14,0
"130670306023018",16,8,11,13,8
"130670306023019",0,0,0,0,0
"130670306023020",0,0,0,0,0
"130670306023021",0,0,0,0,0
"130670306023022",0,0,0,0,0
"130670306023023",0,0,0,0,0
"130670306023024",11,6,8,8,8
"130670306023025",0,0,0,0,0
"130670306023026",0,0,0,0,0
"130670306023027",0,0,0,0,0
"130670306023028",15,2,2,13,2
"130670306023029",11,3,6,4,3
"130670306023030",0,0,0,0,0
"130670306023031",151,2,3,150,3
"130670306023032",104,34,34,104,34
"130670306023033",0,0,0,0,0
"130670306023034",4,0,0,1,0
"130670306023035",0,0,0,0,0
"130670306023036",0,0,0,0,0
"130670306023037",0,0,0,0,0
"130670306023038",0,0,0,0,0
"130670306023039",53,0,0,35,0
"130670306023040",39,2,4,35,4
"130670306023041",39,0,0,28,0
"130670306023042",236,50,53,220,52
"130670306023043",0,0,0,0,0
"130670306023044",18,1,2,13,2
"130670306023045",9,1,3,6,1
"130670306023046",74,1,1,58,1
"130670306023047",102,2,2,65,0
"130670306023048",41,7,7,36,7
"130670306023049",33,2,2,27,2
"130670306023050",318,42,43,298,40
"130670306023051",58,0,1,51,0
"130670306023052",17,0,0,17,0
"130670306023053",0,0,0,0,0
"130670306024000",4,3,3,1,0
"130670306024001",0,0,0,0,0
"130670306024002",0,0,0,0,0
"130670306024003",6,0,0,5,0
"130670306024004",87,2,2,81,2
"130670306024005",0,0,0,0,0
"130670306024006",0,0,0,0,0
"130670306024007",0,0,0,0,0
"130670306024008",0,0,0,0,0
"130670306024009",96,76,80,77,66
"130670306024010",8,6,6,6,4
"130670306024011",25,17,17,25,17
"130670306024012",9,1,1,7,1
"130670306024013",31,21,24,23,18
"130670306024014",103,4,4,89,1
"130670306024015",0,0,0,0,0
"130670306024016",183,1,2,143,1
"130670306024017",26,0,0,20,0
"130670306024018",18,5,5,16,5
"130670306024019",44,0,0,33,0
"130670306024020",52,0,0,44,0
"130670306024021",9,0,0,6,0
"130670306024022",27,0,0,24,0
"130670306024023",13,0,0,13,0
"130670306024024",8,0,0,8,0
"130670306024025",22,1,1,17,1
"130670306024026",22,0,0,19,0
"130670306024027",54,0,0,41,0
"130670306024028",75,0,0,58,0
"130670306024029",111,2,2,72,2
"130670306024030",51,0,3,38,3
"130670306024031",0,0,0,0,0
"130670306024032",70,0,0,50,0
"130670306024033",7,0,0,5,0
"130670306024034",20,0,1,16,1
"130670306024035",28,0,0,24,0
"130670306024036",0,0,0,0,0
"130670306024037",0,0,0,0,0
"130670306024038",0,0,0,0,0
"130670306024039",23,1,2,23,2
"130670306024040",0,0,0,0,0
"130670306024041",0,0,0,0,0
"130670306024042",13,0,0,6,0
"130670306024043",0,0,0,0,0
"130670306024044",0,0,0,0,0
"130670306024045",0,0,0,0,0
"130670306024046",0,0,0,0,0
"130670306024047",0,0,0,0,0
"130670306024048",0,0,0,0,0
"130670306024049",0,0,0,0,0
"130670306024050",6,0,0,0,0
"130670306024051",0,0,0,0,0
"130670306024052",0,0,0,0,0
"130670306024053",3,0,0,3,0
"130670306024054",0,0,0,0,0
"130670306024055",0,0,0,0,0
"130670306024056",0,0,0,0,0
"130670306024057",0,0,0,0,0
"130670306024058",0,0,0,0,0
"130670306024059",0,0,0,0,0
"130670306024060",47,0,0,45,0
"130670306024061",21,0,0,16,0
"130670306024062",0,0,0,0,0
"130670306024063",0,0,0,0,0
"130670306025000",56,2,3,47,1
"130670306025001",41,2,5,32,5
"130670306025002",29,0,0,21,0
"130670306025003",60,3,3,52,3
"130670306025004",68,0,0,45,0
"130670306025005",53,0,1,43,1
"130670306025006",88,3,4,60,4
"130670306025007",24,0,1,22,0
"130670306025008",145,24,27,117,21
"130670306025009",35,3,4,22,4
"130670306025010",29,1,1,18,0
"130670306025011",40,4,4,36,3
"130670306025012",70,0,0,59,0
"130670306025013",21,0,0,13,0
"130670306025014",29,0,2,19,0
"130670306025015",31,0,0,25,0
"130670306025016",53,0,2,46,2
"130670306025017",30,2,2,20,2
"130670306025018",33,2,2,22,0
"130670306025019",30,1,1,25,1
"130670306025020",94,7,7,74,5
"130670306025021",35,4,4,20,3
"130670306025022",13,0,0,12,0
"130670306025023",168,1,1,167,1
"130670306025024",29,1,2,23,1
"130670306025025",37,0,0,32,0
"130670306031000",747,225,248,615,203
"130670306031001",83,34,40,61,29
"130670306031002",44,1,3,39,1
"130670306031003",121,12,20,91,18
"130670306031004",0,0,0,0,0
"130670306031005",138,41,52,89,27
"130670306031006",1233,445,468,1005,373
"130670306031007",23,5,6,14,5
"130670306031008",41,17,17,29,15
"130670306031009",26,0,6,18,3
"130670306031010",47,21,22,34,16
"130670306031011",0,0,0,0,0
"130670306031012",0,0,0,0,0
"130670306032000",0,0,0,0,0
"130670306032001",0,0,0,0,0
"130670306032002",458,62,69,333,43
"130670306032003",23,3,7,18,3
"130670306032004",48,8,10,39,8
"130670306032005",98,26,30,71,18
"130670306032006",0,0,0,0,0
"130670306032007",9,2,2,8,2
"130670306032008",0,0,0,0,0
"130670306032009",142,26,30,133,24
"130670306032010",33,6,8,24,7
"130670306032011",15,1,4,12,1
"130670306032012",159,62,64,114,46
"130670306032013",83,34,34,70,25
"130670306032014",0,0,0,0,0
"130670306032015",43,22,24,35,20
"130670306032016",73,39,43,51,25
"130670306032017",21,5,6,17,6
"130670306032018",0,0,0,0,0
"130670306032019",0,0,0,0,0
"130670306032020",17,4,7,12,6
"130670306032021",0,0,0,0,0
"130670306032022",467,232,244,390,191
"130670306032023",0,0,0,0,0
"130670306032024",0,0,0,0,0
"130670306032025",0,0,0,0,0
"130670306032026",23,9,10,18,9
"130670306032027",0,0,0,0,0
"130670306032028",0,0,0,0,0
"130670306032029",0,0,0,0,0
"130670306032030",25,6,8,23,8
"130670306032031",0,0,0,0,0
"130670306032032",15,5,11,8,5
"130670306032033",0,0,0,0,0
"130670306032034",0,0,0,0,0
"130670306032035",0,0,0,0,0
"130670306032036",37,8,12,21,3
"130670306032037",34,11,17,24,13
"130670306032038",24,4,9,19,8
"130670306032039",0,0,0,0,0
"130670306032040",0,0,0,0,0
"130670306032041",0,0,0,0,0
"130670306032042",0,0,0,0,0
"130670306032043",0,0,0,0,0
"130670306032044",34,10,13,21,6
"130670306032045",0,0,0,0,0
"130670306032046",0,0,0,0,0
"130670306032047",0,0,0,0,0
"130670306032048",0,0,0,0,0
"130670306032049",0,0,0,0,0
"130670306033000",0,0,0,0,0
"130670306033001",0,0,0,0,0
"130670306033002",426,143,160,391,141
"130670306033003",0,0,0,0,0
"130670306033004",0,0,0,0,0
"130670306033005",0,0,0,0,0
"130670306033006",0,0,0,0,0
"130670306033007",0,0,0,0,0
"130670306033008",773,281,304,637,234
"130670306033009",140,55,59,119,44
"130670306033010",0,0,0,0,0
"130670306033011",0,0,0,0,0
"130670306033012",0,0,0,0,0
"130670306033013",252,213,224,139,115
"130670306033014",0,0,0,0,0
"130670306033015",0,0,0,0,0
"130670306033016",102,37,37,83,26
"130670306033017",85,46,53,49,32
"130670306041000",1346,412,434,1122,347
"130670306041001",42,3,6,30,1
"130670306041002",55,21,27,28,12
"130670306041003",51,8,19,39,14
"130670306041004",31,3,5,11,5
"130670306041005",65,26,30,52,25
"130670306041006",0,0,0,0,0
"130670306042000",238,111,118,190,85
"130670306042001",93,39,41,76,35
"130670306042002",41,3,6,27,6
"130670306042003",47,7,8,35,4
"130670306042004",57,24,27,47,24
"130670306042005",0,0,0,0,0
"130670306042006",313,127,132,265,109
"130670306042007",61,14,22,47,16
"130670306042008",37,12,16,31,13
"130670306042009",0,0,0,0,0
"130670306042010",0,0,0,0,0
"130670306042011",0,0,0,0,0
"130670306042012",15,1,6,6,1
"130670306042013",0,0,0,0,0
"130670306042014",0,0,0,0,0
"130670306043000",50,7,8,36,6
"130670306043001",735,369,390,616,309
"130670306043002",0,0,0,0,0
"130670306043003",0,0,0,0,0
"130670306043004",0,0,0,0,0
"130670306043005",361,175,207,278,153
"130670306043006",0,0,0,0,0
"130670306043007",122,68,76,103,59
"130670306043008",56,23,28,49,21
"130670306043009",83,32,39,59,26
"130670306043010",74,19,31,61,27
"130670306043011",146,81,88,127,75
"130670307001000",11,5,5,9,5
"130670307001001",0,0,0,0,0
"130670307001002",226,2,4,162,2
"130670307001003",434,148,155,372,129
"130670307001004",45,4,5,33,5
"130670307001005",40,8,10,35,7
"130670307001006",73,2,2,66,2
"130670307001007",177,44,44,146,34
"130670307001008",38,1,1,28,1
"130670307001009",94,0,0,63,0
"130670307001010",42,3,4,35,4
"130670307001011",42,1,1,27,1
"130670307001012",0,0,0,0,0
"130670307001013",20,8,8,15,8
"130670307001014",0,0,0,0,0
"130670307001015",0,0,0,0,0
"130670307001016",78,50,50,51,31
"130670307001017",13,1,2,9,2
"130670307001018",12,5,5,11,5
"130670307001019",26,2,2,23,1
"130670307001020",80,12,12,52,7
"130670307001021",81,14,14,45,11
"130670307001022",112,17,17,84,16
"130670307001023",89,41,43,79,41
"130670307001024",9,3,3,4,2
"130670307001025",32,2,6,19,4
"130670307002000",78,0,1,59,1
"130670307002001",30,0,0,23,0
"130670307002002",41,0,0,36,0
"130670307002003",43,0,3,27,0
"130670307002004",43,0,0,26,0
"130670307002005",81,4,4,74,4
"130670307002006",33,0,0,28,0
"130670307002007",71,5,6,62,6
"130670307002008",19,14,14,19,14
