"brand","osm_type","osm_id","lat","lon","fips","fips_2020","county_name","state"
"Whole Foods Market","node",3072372529,41.8374,-71.4085,"44007","44007","Providence County","RI"
"Whole Foods Market","node",3103821768,40.3754,-74.0875,"34025","34025","Monmouth County","NJ"
"Whole Foods Market","node",3106269040,41.2482,-73.0253,"09170","09009","South Central Connecticut Planning Region","CT"
"Whole Foods Market","node",3121346587,44.9741,-93.4454,"27053","27053","Hennepin County","MN"
"Whole Foods Market","node",3122931415,40.7889,-73.5346,"36059","36059","Nassau County","NY"
"Whole Foods Market","node",3147106677,25.7065,-80.2852,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",3230873864,44.9478,-93.3222,"27053","27053","Hennepin County","MN"
"Whole Foods Market","node",3235441364,42.7091,-73.8191,"36001","36001","Albany County","NY"
"Whole Foods Market","node",3383146693,26.2427,-80.2566,"12011","12011","Broward County","FL"
"Whole Foods Market","node",3388711384,41.8965,-87.6286,"17031","17031","Cook County","IL"
"Whole Foods Market","node",3403155695,41.8916,-87.6205,"17031","17031","Cook County","IL"
"Whole Foods Market","node",3432393069,39.2826,-76.5987,"24510","24510","Baltimore city","MD"
"Whole Foods Market","node",3447822663,38.2488,-85.6259,"21111","21111","Jefferson County","KY"
"Whole Foods Market","node",3516348675,26.2614,-80.1013,"12011","12011","Broward County","FL"
"Whole Foods Market","node",3607382347,25.781,-80.1412,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",3613120094,36.0676,-115.174,"32003","32003","Clark County","NV"
"Whole Foods Market","node",3654784358,29.9672,-90.0845,"22071","22071","Orleans Parish","LA"
"Whole Foods Market","node",3676974268,40.7311,-73.9813,"36061","36061","New York County","NY"
"Whole Foods Market","node",3705956172,38.9663,-77.1043,"24031","24031","Montgomery County","MD"
"Whole Foods Market","node",3714296684,32.8792,-97.1554,"48439","48439","Tarrant County","TX"
"Whole Foods Market","node",3719376292,29.7525,-95.5,"48201","48201","Harris County","TX"
"Whole Foods Market","node",3720660748,39.0432,-77.1132,"24031","24031","Montgomery County","MD"
"Whole Foods Market","node",3725161216,40.8698,-73.1258,"36103","36103","Suffolk County","NY"
"Whole Foods Market","node",3769886070,42.2324,-71.1782,"25021","25021","Norfolk County","MA"
"Whole Foods Market","node",3789269124,38.9115,-94.7566,"20091","20091","Johnson County","KS"
"Whole Foods Market","node",3838319991,40.6314,-74.3041,"34039","34039","Union County","NJ"
"Whole Foods Market","node",3845397928,40.1451,-105.129,"08013","08013","Boulder County","CO"
"Whole Foods Market","node",3858132389,35.9332,-84.0156,"47093","47093","Knox County","TN"
"Whole Foods Market","node",3907001319,29.7124,-95.7719,"48157","48157","Fort Bend County","TX"
"Whole Foods Market","node",3938334840,42.3756,-71.0663,"25025","25025","Suffolk County","MA"
"Whole Foods Market","node",3965479473,42.3455,-71.0628,"25025","25025","Suffolk County","MA"
"Whole Foods Market","node",3967578956,34.0459,-118.258,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",3985537469,41.0732,-73.4763,"09190","09001","Western Connecticut Planning Region","CT"
"Whole Foods Market","node",4082283821,36.0859,-79.834,"37081","37081","Guilford County","NC"
"Whole Foods Market","node",4139597432,38.4581,-122.732,"06097","06097","Sonoma County","CA"
"Whole Foods Market","node",4139597434,38.4424,-122.675,"06097","06097","Sonoma County","CA"
"Whole Foods Market","node",4202372705,42.1113,-71.4616,"25021","25021","Norfolk County","MA"
"Whole Foods Market","node",4210787423,41.6706,-70.2963,"25001","25001","Barnstable County","MA"
"Whole Foods Market","node",4212319489,26.0967,-80.252,"12011","12011","Broward County","FL"
"Whole Foods Market","node",4328723366,48.7437,-122.461,"53073","53073","Whatcom County","WA"
"Whole Foods Market","node",4354427717,38.9822,-76.5397,"24003","24003","Anne Arundel County","MD"
"Whole Foods Market","node",4374526898,41.8022,-87.588,"17031","17031","Cook County","IL"
"Whole Foods Market","node",4377349307,29.7496,-95.4619,"48201","48201","Harris County","TX"
"Whole Foods Market","node",4495272305,32.796,-96.8016,"48113","48113","Dallas County","TX"
"Whole Foods Market","node",4497833053,41.8874,-87.8061,"17031","17031","Cook County","IL"
"Whole Foods Market","node",4522353383,39.9139,-86.1372,"18097","18097","Marion County","IN"
"Whole Foods Market","node",4570896691,38.6419,-90.2616,"29510","29510","St. Louis city","MO"
"Whole Foods Market","node",4600888122,42.5678,-71.4206,"25017","25017","Middlesex County","MA"
"Whole Foods Market","node",4618507904,40.7797,-73.9529,"36061","36061","New York County","NY"
"Whole Foods Market","node",4661543003,37.7643,-122.403,"06075","06075","San Francisco County","CA"
"Whole Foods Market","node",4665840837,40.7546,-73.9845,"36061","36061","New York County","NY"
"Whole Foods Market","node",4704858772,39.7547,-105.002,"08031","08031","Denver County","CO"
"Whole Foods Market","node",4739236143,40.2732,-75.1269,"42017","42017","Bucks County","PA"
"Whole Foods Market","node",4742377477,39.5451,-104.942,"08035","08035","Douglas County","CO"
"Whole Foods Market","node",4757933921,40.7161,-73.9598,"36047","36047","Kings County","NY"
"Whole Foods Market","node",4773221378,25.7723,-80.1895,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",4796814275,38.9004,-76.9981,"11001","11001","District of Columbia","DC"
"Whole Foods Market","node",4833586784,41.8301,-88.1016,"17043","17043","DuPage County","IL"
"Whole Foods Market","node",4933342849,34.0695,-118.399,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",4935986458,41.4789,-81.8398,"39035","39035","Cuyahoga County","OH"
"Whole Foods Market","node",4949160008,32.7,-97.413,"48439","48439","Tarrant County","TX"
"Whole Foods Market","node",5002391373,40.7401,-74.1702,"34013","34013","Essex County","NJ"
"Whole Foods Market","node",5105183344,40.7594,-73.966,"36061","36061","New York County","NY"
"Whole Foods Market","node",5145566769,44.9468,-93.1666,"27123","27123","Ramsey County","MN"
"Whole Foods Market","node",5197251845,42.3439,-71.0873,"25025","25025","Suffolk County","MA"
"Whole Foods Market","node",5229243705,39.963,-75.1743,"42101","42101","Philadelphia County","PA"
"Whole Foods Market","node",5279034139,37.9741,-122.059,"06013","06013","Contra Costa County","CA"
"Whole Foods Market","node",5317574169,40.8077,-73.9459,"36061","36061","New York County","NY"
"Whole Foods Market","node",5344050181,38.969,-76.9369,"24033","24033","Prince George's County","MD"
"Whole Foods Market","node",5460434167,28.0171,-82.7359,"12103","12103","Pinellas County","FL"
"Whole Foods Market","node",5484782763,38.8628,-77.0546,"51013","51013","Arlington County","VA"
"Whole Foods Market","node",5589218071,41.1282,-73.3801,"09190","09001","Western Connecticut Planning Region","CT"
"Whole Foods Market","node",5629056530,43.089,-70.7936,"33015","33015","Rockingham County","NH"
"Whole Foods Market","node",5640257822,39.0345,-94.5836,"29095","29095","Jackson County","MO"
"Whole Foods Market","node",5657175842,40.9707,-73.9563,"34003","34003","Bergen County","NJ"
"Whole Foods Market","node",5800087382,40.5643,-75.5671,"42077","42077","Lehigh County","PA"
"Whole Foods Market","node",5808069477,40.7674,-73.9621,"36061","36061","New York County","NY"
"Whole Foods Market","node",5860373895,21.2946,-157.852,"15003","15003","Honolulu County","HI"
"Whole Foods Market","node",5890607886,40.7974,-73.6708,"36059","36059","Nassau County","NY"
"Whole Foods Market","node",5905451215,35.8024,-78.6863,"37183","37183","Wake County","NC"
"Whole Foods Market","node",5999218243,38.8804,-77.0051,"11001","11001","District of Columbia","DC"
"Whole Foods Market","node",6029688453,25.6735,-80.3232,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",6032168281,25.9712,-80.1411,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",6169469090,33.5063,-112.038,"04013","04013","Maricopa County","AZ"
"Whole Foods Market","node",6231632500,39.0684,-77.4843,"51107","51107","Loudoun County","VA"
"Whole Foods Market","node",6256567177,40.745,-73.9953,"36061","36061","New York County","NY"
"Whole Foods Market","node",6357498515,45.5234,-122.684,"41051","41051","Multnomah County","OR"
"Whole Foods Market","node",6419766456,35.5824,-82.5231,"37021","37021","Buncombe County","NC"
"Whole Foods Market","node",6532389828,43.0604,-87.8839,"55079","55079","Milwaukee County","WI"
"Whole Foods Market","node",6554136985,37.9259,-122.015,"06013","06013","Contra Costa County","CA"
"Whole Foods Market","node",6841970342,39.3076,-84.3168,"39165","39165","Warren County","OH"
"Whole Foods Market","node",6943391316,39.6269,-84.1901,"39113","39113","Montgomery County","OH"
"Whole Foods Market","node",6975089659,47.5609,-122.382,"53033","53033","King County","WA"
"Whole Foods Market","node",7079442786,29.8137,-95.3981,"48201","48201","Harris County","TX"
"Whole Foods Market","node",7111504008,33.4221,-111.943,"04013","04013","Maricopa County","AZ"
"Whole Foods Market","node",7152422424,29.7351,-95.5705,"48201","48201","Harris County","TX"
"Whole Foods Market","node",7178428621,41.9906,-87.7487,"17031","17031","Cook County","IL"
"Whole Foods Market","node",7183553964,30.2703,-81.39,"12031","12031","Duval County","FL"
"Whole Foods Market","node",7273079745,38.925,-77.2335,"51059","51059","Fairfax County","VA"
"Whole Foods Market","node",7491116585,41.178,-73.7549,"36119","36119","Westchester County","NY"
"Whole Foods Market","node",7674767841,40.7527,-73.9998,"36061","36061","New York County","NY"
"Whole Foods Market","node",7799329692,40.7614,-74.0225,"34017","34017","Hudson County","NJ"
"Whole Foods Market","node",7834153200,39.387,-107.083,"08037","08037","Eagle County","CO"
"Whole Foods Market","node",7944925793,41.3778,-73.4756,"09190","09001","Western Connecticut Planning Region","CT"
"Whole Foods Market","node",8010397659,29.6254,-82.3761,"12001","12001","Alachua County","FL"
"Whole Foods Market","node",8037939033,44.0504,-123.088,"41039","41039","Lane County","OR"
"Whole Foods Market","node",8195378874,42.4164,-71.1595,"25017","25017","Middlesex County","MA"
"Whole Foods Market","node",8322266865,34.0224,-118.438,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",8369055426,30.2644,-97.7341,"48453","48453","Travis County","TX"
"Whole Foods Market","node",8447273229,34.1541,-118.337,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",8542666000,34.0535,-118.467,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",8677292282,28.6643,-81.3813,"12117","12117","Seminole County","FL"
"Whole Foods Market","node",8730129347,40.9309,-74.2266,"34031","34031","Passaic County","NJ"
"Whole Foods Market","node",8785804785,43.1143,-77.5503,"36055","36055","Monroe County","NY"
"Whole Foods Market","node",8792095600,40.838,-73.284,"36103","36103","Suffolk County","NY"
"Whole Foods Market","node",8910125598,33.7311,-117.991,"06059","06059","Orange County","CA"
"Whole Foods Market","node",9046847074,43.0757,-88.0516,"55079","55079","Milwaukee County","WI"
"Whole Foods Market","node",9102211033,27.9525,-82.5048,"12057","12057","Hillsborough County","FL"
"Whole Foods Market","node",9231196949,37.3739,-122.031,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","node",9234090952,41.6126,-87.8548,"17031","17031","Cook County","IL"
"Whole Foods Market","node",9344941253,37.8374,-122.262,"06001","06001","Alameda County","CA"
"Whole Foods Market","node",9421407105,39.3988,-76.6038,"24005","24005","Baltimore County","MD"
"Whole Foods Market","node",9426161206,32.7827,-79.9963,"45019","45019","Charleston County","SC"
"Whole Foods Market","node",9517372332,40.7376,-74.0306,"34017","34017","Hudson County","NJ"
"Whole Foods Market","node",9547731879,38.9194,-77.0248,"11001","11001","District of Columbia","DC"
"Whole Foods Market","node",9581957721,37.7789,-122.414,"06075","06075","San Francisco County","CA"
"Whole Foods Market","node",9657225742,40.7179,-74.0369,"34017","34017","Hudson County","NJ"
"Whole Foods Market","node",9757896545,26.1006,-80.1372,"12011","12011","Broward County","FL"
"Whole Foods Market","node",9853805689,39.7686,-86.152,"18097","18097","Marion County","IN"
"Whole Foods Market","node",9941548060,33.6166,-117.874,"06059","06059","Orange County","CA"
"Whole Foods Market","node",9958973672,42.9111,-85.5928,"26081","26081","Kent County","MI"
"Whole Foods Market","node",9998875410,34.0271,-118.373,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",10013821620,40.9615,-73.8564,"36119","36119","Westchester County","NY"
"Whole Foods Market","node",10059092894,34.0222,-118.466,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",10114377662,40.4625,-79.9287,"42003","42003","Allegheny County","PA"
"Whole Foods Market","node",10211316200,45.6718,-111.079,"30031","30031","Gallatin County","MT"
"Whole Foods Market","node",10289423112,28.6068,-81.3635,"12095","12095","Orange County","FL"
"Whole Foods Market","node",10543697991,40.7071,-74.0119,"36061","36061","New York County","NY"
"Whole Foods Market","node",10610255658,37.7291,-122.476,"06075","06075","San Francisco County","CA"
"Whole Foods Market","node",10831976105,35.0237,-85.1559,"47065","47065","Hamilton County","TN"
"Whole Foods Market","node",10902723712,40.6861,-73.9786,"36047","36047","Kings County","NY"
"Whole Foods Market","node",10904490458,27.3869,-82.4644,"12115","12115","Sarasota County","FL"
"Whole Foods Market","node",10969937225,33.9765,-118.418,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",11012687193,38.9761,-77.0281,"11001","11001","District of Columbia","DC"
"Whole Foods Market","node",11088351797,41.8154,-72.5556,"09110","09003","Capitol Planning Region","CT"
"Whole Foods Market","node",11126900730,32.4441,-93.7269,"22017","22017","Caddo Parish","LA"
"Whole Foods Market","node",11253946643,36.0943,-80.2739,"37067","37067","Forsyth County","NC"
"Whole Foods Market","node",11336333312,33.3184,-111.893,"04013","04013","Maricopa County","AZ"
"Whole Foods Market","node",11367874834,38.4038,-122.824,"06097","06097","Sonoma County","CA"
"Whole Foods Market","node",11411000429,38.8041,-77.0599,"51510","51510","Alexandria city","VA"
"Whole Foods Market","node",11531562903,43.0744,-89.4585,"55025","55025","Dane County","WI"
"Whole Foods Market","node",11584332320,38.9613,-77.087,"24031","24031","Montgomery County","MD"
"Whole Foods Market","node",11613228775,41.0429,-74.0714,"34003","34003","Bergen County","NJ"
"Whole Foods Market","node",11617197124,33.8851,-84.3143,"13089","13089","DeKalb County","GA"
"Whole Foods Market","node",11624403583,40.7437,-73.9856,"36061","36061","New York County","NY"
"Whole Foods Market","node",11648968547,35.2213,-80.8465,"37119","37119","Mecklenburg County","NC"
"Whole Foods Market","node",11651078067,34.158,-118.414,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",11804637777,42.1789,-70.9079,"25023","25023","Plymouth County","MA"
"Whole Foods Market","node",11851177124,41.0332,-73.6239,"09190","09001","Western Connecticut Planning Region","CT"
"Whole Foods Market","node",11879278988,26.2549,-81.8002,"12021","12021","Collier County","FL"
"Whole Foods Market","node",12111494857,35.501,-82.5214,"37021","37021","Buncombe County","NC"
"Whole Foods Market","node",12290315937,35.0533,-80.7673,"37119","37119","Mecklenburg County","NC"
"Whole Foods Market","node",12338104403,33.6012,-111.981,"04013","04013","Maricopa County","AZ"
"Whole Foods Market","node",12338109972,33.4958,-111.916,"04013","04013","Maricopa County","AZ"
"Whole Foods Market","node",12443002057,26.5294,-80.1632,"12099","12099","Palm Beach County","FL"
"Whole Foods Market","node",12591977768,26.3664,-80.1959,"12099","12099","Palm Beach County","FL"
"Whole Foods Market","node",12668494578,40.8167,-73.4087,"36103","36103","Suffolk County","NY"
"Whole Foods Market","node",13105388641,35.2073,-106.655,"35001","35001","Bernalillo County","NM"
"Whole Foods Market","node",13124240772,38.8821,-77.1705,"51610","51610","Falls Church city","VA"
"Whole Foods Market","node",13176000790,38.9616,-77.3556,"51059","51059","Fairfax County","VA"
"Whole Foods Market","node",13289828230,25.805,-80.1896,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",13478147790,34.1378,-118.148,"06037","06037","Los Angeles County","CA"
"Whole Foods Market","node",13556418999,36.3154,-94.1801,"05007","05007","Benton County","AR"
"Whole Foods Market","node",14051631578,25.7719,-80.1899,"12086","12086","Miami-Dade County","FL"
"Whole Foods Market","node",14090941034,32.2357,-110.921,"04019","04019","Pima County","AZ"
"Whole Foods Market","way",29634260,42.3215,-71.1109,"25025","25025","Suffolk County","MA"
"Whole Foods Market","way",29636697,42.361,-71.114,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",29641304,42.417,-71.1266,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",29823915,42.3681,-71.1024,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",29887211,42.3428,-71.1404,"25025","25025","Suffolk County","MA"
"Whole Foods Market","way",30183125,42.6609,-71.1446,"25009","25009","Essex County","MA"
"Whole Foods Market","way",31819571,32.9813,-117.252,"06073","06073","San Diego County","CA"
"Whole Foods Market","way",34445819,36.979,-122.015,"06087","06087","Santa Cruz County","CA"
"Whole Foods Market","way",37682483,34.8255,-82.3009,"45045","45045","Greenville County","SC"
"Whole Foods Market","way",37994792,37.8555,-122.26,"06001","06001","Alameda County","CA"
"Whole Foods Market","way",38224227,47.6182,-122.185,"53033","53033","King County","WA"
"Whole Foods Market","way",38772024,38.8891,-77.0911,"51013","51013","Arlington County","VA"
"Whole Foods Market","way",39375168,45.549,-122.651,"41051","41051","Multnomah County","OR"
"Whole Foods Market","way",39418396,45.5233,-122.637,"41051","41051","Multnomah County","OR"
"Whole Foods Market","way",39994529,38.9961,-77.0241,"24031","24031","Montgomery County","MD"
"Whole Foods Market","way",42966562,39.7087,-105.081,"08059","08059","Jefferson County","CO"
"Whole Foods Market","way",45644406,35.2507,-120.687,"06079","06079","San Luis Obispo County","CA"
"Whole Foods Market","way",47586785,44.8678,-93.3281,"27053","27053","Hennepin County","MN"
"Whole Foods Market","way",52054303,45.0913,-93.4359,"27053","27053","Hennepin County","MN"
"Whole Foods Market","way",52982105,45.3944,-122.752,"41067","41067","Washington County","OR"
"Whole Foods Market","way",55136997,45.4158,-122.662,"41005","41005","Clackamas County","OR"
"Whole Foods Market","way",56819447,41.7608,-72.739,"09110","09003","Capitol Planning Region","CT"
"Whole Foods Market","way",58321279,41.7848,-72.7454,"09110","09003","Capitol Planning Region","CT"
"Whole Foods Market","way",60912017,39.696,-104.98,"08031","08031","Denver County","CO"
"Whole Foods Market","way",61599743,39.9566,-105.168,"08013","08013","Boulder County","CO"
"Whole Foods Market","way",66508934,42.4604,-71.1636,"25017","25017","Middlesex County","MA"
"Whole Foods Market","way",66866229,39.9829,-105.248,"08013","08013","Boulder County","CO"
"Whole Foods Market","way",67828859,38.921,-77.0712,"11001","11001","District of Columbia","DC"
"Whole Foods Market","way",68666009,37.9713,-122.517,"06041","06041","Marin County","CA"
"Whole Foods Market","way",71367096,39.1227,-77.2378,"24031","24031","Montgomery County","MD"
"Whole Foods Market","way",88159931,37.8961,-122.536,"06041","06041","Marin County","CA"
"Whole Foods Market","way",97797200,45.5337,-122.877,"41067","41067","Washington County","OR"
"Whole Foods Market","way",98902169,28.093,-82.5041,"12057","12057","Hillsborough County","FL"
"Whole Foods Market","way",105241601,35.1132,-89.8941,"47157","47157","Shelby County","TN"
"Whole Foods Market","way",105884717,37.3236,-122.04,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","way",107551729,39.2139,-76.8558,"24027","24027","Howard County","MD"
"Whole Foods Market","way",125729795,37.3989,-122.111,"06085","06085","Santa Clara County","CA"
"Whole Foods Market","way",127887216,42.7065,-71.44,"33011","33011","Hillsborough County","NH"
"Whole Foods Market","way",130331831,39.9158,-75.0115,"34007","34007","Camden County","NJ"
"Whole Foods Market","way",131545365,41.1583,-73.2402,"09120","09001","Greater Bridgeport Planning Region","CT"
"Whole Foods Market","way",131604358,41.7729,-87.9494,"17043","17043","DuPage County","IL"
"Whole Foods Market","way",131644543,41.894,-87.9606,"17043","17043","DuPage County","IL"
"Whole Foods Market","way",131830220,42.1066,-87.8007,"17031","17031","Cook County","IL"
"Whole Foods Market","way",131998284,41.8824,-87.6469,"17031","17031","Cook County","IL"
"Whole Foods Market","way",132047493,41.9911,-87.6597,"17031","17031","Cook County","IL"
"Whole Foods Market","way",132161237,42.0679,-87.7023,"17031","17031","Cook County","IL"
"Whole Foods Market","way",132995682,35.1916,-111.641,"04005","04005","Coconino County","AZ"
"Whole Foods Market","way",138169717,33.5544,-117.713,"06059","06059","Orange County","CA"
"Whole Foods Market","way",139054377,40.7237,-111.859,"49035","49035","Salt Lake County","UT"
"Whole Foods Market","way",140464925,27.3377,-82.541,"12115","12115","Sarasota County","FL"
"Whole Foods Market","way",141574898,28.4492,-81.4765,"12095","12095","Orange County","FL"
"Whole Foods Market","way",143166139,33.6963,-117.826,"06059","06059","Orange County","CA"
"Whole Foods Market","way",143647428,40.7579,-111.872,"49035","49035","Salt Lake County","UT"
"Whole Foods Market","way",144452578,36.1976,-115.25,"32003","32003","Clark County","NV"
"Whole Foods Market","way",146579986,41.7559,-71.4561,"44007","44007","Providence County","RI"
