"date","article","title","views"
2024-07-11,"JD_Vance","J._D._Vance",41105
2024-07-12,"JD_Vance","J._D._Vance",53643
2024-07-13,"JD_Vance","J._D._Vance",72059
2024-07-14,"JD_Vance","J._D._Vance",91577
2024-07-15,"JD_Vance","J._D._Vance",5117480
2024-07-16,"JD_Vance","J._D._Vance",3083700
2024-07-17,"JD_Vance","J._D._Vance",987935
2024-07-18,"JD_Vance","J._D._Vance",1156589
2024-07-19,"JD_Vance","J._D._Vance",526549
2024-07-20,"JD_Vance","J._D._Vance",342684
2024-07-21,"JD_Vance","J._D._Vance",376812
2024-07-22,"JD_Vance","J._D._Vance",333912
2024-07-23,"JD_Vance","J._D._Vance",308954
2024-07-24,"JD_Vance","J._D._Vance",256442
2024-07-25,"JD_Vance","J._D._Vance",164574
2024-07-26,"JD_Vance","J._D._Vance",84136
2024-07-27,"JD_Vance","J._D._Vance",56749
2024-07-28,"JD_Vance","J._D._Vance",51640
2024-07-29,"JD_Vance","J._D._Vance",43914
2024-07-30,"JD_Vance","J._D._Vance",37348
2024-07-31,"JD_Vance","J._D._Vance",30798
2024-08-01,"JD_Vance","J._D._Vance",19671
2024-08-02,"JD_Vance","J._D._Vance",7369
2024-08-03,"JD_Vance","J._D._Vance",5756
2024-08-04,"JD_Vance","J._D._Vance",4792
2024-08-05,"JD_Vance","J._D._Vance",4703
2024-08-06,"JD_Vance","J._D._Vance",6043
2024-08-07,"JD_Vance","J._D._Vance",8201
2024-08-08,"JD_Vance","J._D._Vance",6568
2024-08-09,"JD_Vance","J._D._Vance",4288
2024-08-10,"JD_Vance","J._D._Vance",3413
2024-08-11,"JD_Vance","J._D._Vance",3738
2024-08-12,"JD_Vance","J._D._Vance",4698
2024-08-13,"JD_Vance","J._D._Vance",3128
2024-08-14,"JD_Vance","J._D._Vance",2759
2024-08-15,"JD_Vance","J._D._Vance",2646
2024-08-16,"JD_Vance","J._D._Vance",3414
2024-08-17,"JD_Vance","J._D._Vance",3326
2024-08-18,"JD_Vance","J._D._Vance",2662
2024-08-19,"JD_Vance","J._D._Vance",2036
2024-08-20,"JD_Vance","J._D._Vance",1904
2024-08-21,"JD_Vance","J._D._Vance",1682
2024-08-22,"JD_Vance","J._D._Vance",1784
2024-08-23,"JD_Vance","J._D._Vance",1471
2024-08-24,"JD_Vance","J._D._Vance",1357
2024-08-25,"JD_Vance","J._D._Vance",1245
2024-08-26,"JD_Vance","J._D._Vance",1062
2024-08-27,"JD_Vance","J._D._Vance",965
2024-08-28,"JD_Vance","J._D._Vance",1009
2024-08-29,"JD_Vance","J._D._Vance",911
2024-08-30,"JD_Vance","J._D._Vance",829
2024-08-31,"JD_Vance","J._D._Vance",806
2024-09-01,"JD_Vance","J._D._Vance",786
2024-09-02,"JD_Vance","J._D._Vance",695
2024-09-03,"JD_Vance","J._D._Vance",743
2024-09-04,"JD_Vance","J._D._Vance",681
2024-09-05,"JD_Vance","J._D._Vance",583
2024-09-06,"JD_Vance","J._D._Vance",493
2024-09-07,"JD_Vance","J._D._Vance",524
2024-09-08,"JD_Vance","J._D._Vance",543
2024-09-09,"JD_Vance","J._D._Vance",496
2024-09-10,"JD_Vance","J._D._Vance",581
2024-09-11,"JD_Vance","J._D._Vance",837
2024-09-12,"JD_Vance","J._D._Vance",568
2024-09-13,"JD_Vance","J._D._Vance",477
2024-09-14,"JD_Vance","J._D._Vance",633
2024-09-15,"JD_Vance","J._D._Vance",863
2024-09-16,"JD_Vance","J._D._Vance",778
2024-09-17,"JD_Vance","J._D._Vance",811
2024-09-18,"JD_Vance","J._D._Vance",605
2024-09-19,"JD_Vance","J._D._Vance",520
2024-09-20,"JD_Vance","J._D._Vance",351
2024-09-21,"JD_Vance","J._D._Vance",275
2024-09-22,"JD_Vance","J._D._Vance",277
2024-09-23,"JD_Vance","J._D._Vance",331
2024-09-24,"JD_Vance","J._D._Vance",303
2024-09-25,"JD_Vance","J._D._Vance",269
2024-09-26,"JD_Vance","J._D._Vance",308
2024-09-27,"JD_Vance","J._D._Vance",306
2024-09-28,"JD_Vance","J._D._Vance",216
2024-09-29,"JD_Vance","J._D._Vance",328
2024-09-30,"JD_Vance","J._D._Vance",421
2024-10-01,"JD_Vance","J._D._Vance",494
2024-10-02,"JD_Vance","J._D._Vance",1780
2024-10-03,"JD_Vance","J._D._Vance",633
2024-10-04,"JD_Vance","J._D._Vance",403
2024-10-05,"JD_Vance","J._D._Vance",341
2024-10-06,"JD_Vance","J._D._Vance",349
2024-10-07,"JD_Vance","J._D._Vance",303
2024-10-08,"JD_Vance","J._D._Vance",248
2024-10-09,"JD_Vance","J._D._Vance",263
2024-10-10,"JD_Vance","J._D._Vance",249
2024-10-11,"JD_Vance","J._D._Vance",204
2024-10-12,"JD_Vance","J._D._Vance",278
2024-10-13,"JD_Vance","J._D._Vance",256
2024-10-14,"JD_Vance","J._D._Vance",233
2024-10-15,"JD_Vance","J._D._Vance",214
2024-10-16,"JD_Vance","J._D._Vance",245
2024-10-17,"JD_Vance","J._D._Vance",230
2024-10-18,"JD_Vance","J._D._Vance",203
2024-10-19,"JD_Vance","J._D._Vance",204
2024-10-20,"JD_Vance","J._D._Vance",196
2024-10-21,"JD_Vance","J._D._Vance",209
2024-10-22,"JD_Vance","J._D._Vance",238
2024-10-23,"JD_Vance","J._D._Vance",223
2024-10-24,"JD_Vance","J._D._Vance",217
2024-10-25,"JD_Vance","J._D._Vance",254
2024-10-26,"JD_Vance","J._D._Vance",228
2024-10-27,"JD_Vance","J._D._Vance",285
2024-10-28,"JD_Vance","J._D._Vance",253
2024-10-29,"JD_Vance","J._D._Vance",241
2024-10-30,"JD_Vance","J._D._Vance",284
2024-10-31,"JD_Vance","J._D._Vance",240
2024-11-01,"JD_Vance","J._D._Vance",327
2024-11-02,"JD_Vance","J._D._Vance",340
2024-11-03,"JD_Vance","J._D._Vance",269
2024-11-04,"JD_Vance","J._D._Vance",336
2024-11-05,"JD_Vance","J._D._Vance",471
2024-11-06,"JD_Vance","J._D._Vance",2508
2024-11-07,"JD_Vance","J._D._Vance",1383
2024-11-08,"JD_Vance","J._D._Vance",743
2024-11-09,"JD_Vance","J._D._Vance",538
2024-11-10,"JD_Vance","J._D._Vance",564
2024-11-11,"JD_Vance","J._D._Vance",395
2024-11-12,"JD_Vance","J._D._Vance",407
2024-11-13,"JD_Vance","J._D._Vance",373
2024-11-14,"JD_Vance","J._D._Vance",309
2024-11-15,"JD_Vance","J._D._Vance",262
2024-11-16,"JD_Vance","J._D._Vance",233
2024-11-17,"JD_Vance","J._D._Vance",261
2024-11-18,"JD_Vance","J._D._Vance",238
2024-11-19,"JD_Vance","J._D._Vance",168
2024-11-20,"JD_Vance","J._D._Vance",211
2024-11-21,"JD_Vance","J._D._Vance",210
2024-11-22,"JD_Vance","J._D._Vance",188
2024-11-23,"JD_Vance","J._D._Vance",171
2024-11-24,"JD_Vance","J._D._Vance",171
2024-11-25,"JD_Vance","J._D._Vance",127
2024-11-26,"JD_Vance","J._D._Vance",134
2024-11-27,"JD_Vance","J._D._Vance",111
2024-11-28,"JD_Vance","J._D._Vance",139
2024-11-29,"JD_Vance","J._D._Vance",151
2024-11-30,"JD_Vance","J._D._Vance",142
2024-12-01,"JD_Vance","J._D._Vance",176
2024-12-02,"JD_Vance","J._D._Vance",130
2024-12-03,"JD_Vance","J._D._Vance",120
2024-12-04,"JD_Vance","J._D._Vance",149
2024-12-05,"JD_Vance","J._D._Vance",145
2024-12-06,"JD_Vance","J._D._Vance",127
2024-12-07,"JD_Vance","J._D._Vance",113
2024-12-08,"JD_Vance","J._D._Vance",96
2024-12-09,"JD_Vance","J._D._Vance",100
2024-12-10,"JD_Vance","J._D._Vance",99
2024-12-11,"JD_Vance","J._D._Vance",97
2024-12-12,"JD_Vance","J._D._Vance",109
2024-12-13,"JD_Vance","J._D._Vance",133
2024-12-14,"JD_Vance","J._D._Vance",146
2024-12-15,"JD_Vance","J._D._Vance",124
2024-12-16,"JD_Vance","J._D._Vance",117
2024-12-17,"JD_Vance","J._D._Vance",122
2024-12-18,"JD_Vance","J._D._Vance",117
2024-12-19,"JD_Vance","J._D._Vance",122
2024-12-20,"JD_Vance","J._D._Vance",95
2024-12-21,"JD_Vance","J._D._Vance",116
2024-12-22,"JD_Vance","J._D._Vance",115
2024-12-23,"JD_Vance","J._D._Vance",99
2024-12-24,"JD_Vance","J._D._Vance",84
2024-12-25,"JD_Vance","J._D._Vance",108
2024-12-26,"JD_Vance","J._D._Vance",128
2024-12-27,"JD_Vance","J._D._Vance",103
2024-12-28,"JD_Vance","J._D._Vance",119
2024-12-29,"JD_Vance","J._D._Vance",122
2024-12-30,"JD_Vance","J._D._Vance",131
2024-12-31,"JD_Vance","J._D._Vance",89
2024-01-01,"JD_Vance","JD_Vance",1
2024-01-02,"JD_Vance","JD_Vance",1
2024-01-03,"JD_Vance","JD_Vance",2
2024-01-04,"JD_Vance","JD_Vance",2
2024-01-05,"JD_Vance","JD_Vance",0
2024-01-06,"JD_Vance","JD_Vance",1
2024-01-07,"JD_Vance","JD_Vance",0
2024-01-08,"JD_Vance","JD_Vance",2
2024-01-09,"JD_Vance","JD_Vance",2
2024-01-10,"JD_Vance","JD_Vance",0
2024-01-11,"JD_Vance","JD_Vance",4
2024-01-12,"JD_Vance","JD_Vance",3
2024-01-13,"JD_Vance","JD_Vance",1
2024-01-14,"JD_Vance","JD_Vance",1
2024-01-15,"JD_Vance","JD_Vance",0
2024-01-16,"JD_Vance","JD_Vance",4
2024-01-17,"JD_Vance","JD_Vance",1
2024-01-18,"JD_Vance","JD_Vance",2
2024-01-19,"JD_Vance","JD_Vance",1
2024-01-20,"JD_Vance","JD_Vance",1
2024-01-21,"JD_Vance","JD_Vance",7
2024-01-22,"JD_Vance","JD_Vance",1
2024-01-23,"JD_Vance","JD_Vance",1
2024-01-24,"JD_Vance","JD_Vance",1
2024-01-25,"JD_Vance","JD_Vance",1
2024-01-26,"JD_Vance","JD_Vance",4
2024-01-27,"JD_Vance","JD_Vance",1
2024-01-28,"JD_Vance","JD_Vance",1
2024-01-29,"JD_Vance","JD_Vance",3
2024-01-30,"JD_Vance","JD_Vance",8
2024-01-31,"JD_Vance","JD_Vance",1
2024-02-01,"JD_Vance","JD_Vance",2
2024-02-02,"JD_Vance","JD_Vance",3
2024-02-03,"JD_Vance","JD_Vance",2
2024-02-04,"JD_Vance","JD_Vance",4
2024-02-05,"JD_Vance","JD_Vance",17
2024-02-06,"JD_Vance","JD_Vance",8
2024-02-07,"JD_Vance","JD_Vance",2
2024-02-08,"JD_Vance","JD_Vance",4
2024-02-09,"JD_Vance","JD_Vance",2
2024-02-10,"JD_Vance","JD_Vance",2
2024-02-11,"JD_Vance","JD_Vance",1
2024-02-12,"JD_Vance","JD_Vance",6
2024-02-13,"JD_Vance","JD_Vance",5
2024-02-14,"JD_Vance","JD_Vance",4
2024-02-15,"JD_Vance","JD_Vance",1
2024-02-16,"JD_Vance","JD_Vance",1
2024-02-17,"JD_Vance","JD_Vance",5
2024-02-18,"JD_Vance","JD_Vance",5
2024-02-19,"JD_Vance","JD_Vance",4
2024-02-20,"JD_Vance","JD_Vance",2
2024-02-21,"JD_Vance","JD_Vance",1
2024-02-22,"JD_Vance","JD_Vance",2
2024-02-23,"JD_Vance","JD_Vance",5
2024-02-24,"JD_Vance","JD_Vance",0
2024-02-25,"JD_Vance","JD_Vance",4
2024-02-26,"JD_Vance","JD_Vance",1
2024-02-27,"JD_Vance","JD_Vance",2
2024-02-28,"JD_Vance","JD_Vance",0
2024-02-29,"JD_Vance","JD_Vance",5
2024-03-01,"JD_Vance","JD_Vance",1
2024-03-02,"JD_Vance","JD_Vance",1
2024-03-03,"JD_Vance","JD_Vance",4
2024-03-04,"JD_Vance","JD_Vance",1
2024-03-05,"JD_Vance","JD_Vance",1
2024-03-06,"JD_Vance","JD_Vance",0
2024-03-07,"JD_Vance","JD_Vance",7
2024-03-08,"JD_Vance","JD_Vance",2
2024-03-09,"JD_Vance","JD_Vance",2
2024-03-10,"JD_Vance","JD_Vance",5
2024-03-11,"JD_Vance","JD_Vance",1
2024-03-12,"JD_Vance","JD_Vance",3
2024-03-13,"JD_Vance","JD_Vance",0
2024-03-14,"JD_Vance","JD_Vance",1
2024-03-15,"JD_Vance","JD_Vance",1
2024-03-16,"JD_Vance","JD_Vance",1
2024-03-17,"JD_Vance","JD_Vance",3
2024-03-18,"JD_Vance","JD_Vance",0
2024-03-19,"JD_Vance","JD_Vance",3
2024-03-20,"JD_Vance","JD_Vance",6
2024-03-21,"JD_Vance","JD_Vance",0
2024-03-22,"JD_Vance","JD_Vance",3
2024-03-23,"JD_Vance","JD_Vance",1
2024-03-24,"JD_Vance","JD_Vance",3
2024-03-25,"JD_Vance","JD_Vance",3
2024-03-26,"JD_Vance","JD_Vance",3
2024-03-27,"JD_Vance","JD_Vance",1
2024-03-28,"JD_Vance","JD_Vance",7
2024-03-29,"JD_Vance","JD_Vance",3
2024-03-30,"JD_Vance","JD_Vance",2
2024-03-31,"JD_Vance","JD_Vance",1
2024-04-01,"JD_Vance","JD_Vance",2
2024-04-02,"JD_Vance","JD_Vance",49
2024-04-03,"JD_Vance","JD_Vance",85
2024-04-04,"JD_Vance","JD_Vance",94
2024-04-05,"JD_Vance","JD_Vance",56
2024-04-06,"JD_Vance","JD_Vance",41
2024-04-07,"JD_Vance","JD_Vance",11
2024-04-08,"JD_Vance","JD_Vance",9
2024-04-09,"JD_Vance","JD_Vance",6
2024-04-10,"JD_Vance","JD_Vance",3
2024-04-11,"JD_Vance","JD_Vance",2
2024-04-12,"JD_Vance","JD_Vance",5
2024-04-13,"JD_Vance","JD_Vance",4
2024-04-14,"JD_Vance","JD_Vance",6
2024-04-15,"JD_Vance","JD_Vance",2
2024-04-16,"JD_Vance","JD_Vance",3
2024-04-17,"JD_Vance","JD_Vance",5
2024-04-18,"JD_Vance","JD_Vance",4
2024-04-19,"JD_Vance","JD_Vance",3
2024-04-20,"JD_Vance","JD_Vance",5
2024-04-21,"JD_Vance","JD_Vance",4
2024-04-22,"JD_Vance","JD_Vance",2
2024-04-23,"JD_Vance","JD_Vance",2
2024-04-24,"JD_Vance","JD_Vance",3
2024-04-25,"JD_Vance","JD_Vance",6
2024-04-26,"JD_Vance","JD_Vance",1
2024-04-27,"JD_Vance","JD_Vance",1
2024-04-28,"JD_Vance","JD_Vance",4
2024-04-29,"JD_Vance","JD_Vance",2
2024-04-30,"JD_Vance","JD_Vance",1
2024-05-01,"JD_Vance","JD_Vance",3
2024-05-02,"JD_Vance","JD_Vance",11
2024-05-03,"JD_Vance","JD_Vance",5
2024-05-04,"JD_Vance","JD_Vance",3
2024-05-06,"JD_Vance","JD_Vance",3
2024-05-07,"JD_Vance","JD_Vance",3
2024-05-08,"JD_Vance","JD_Vance",2
2024-05-09,"JD_Vance","JD_Vance",2
2024-05-10,"JD_Vance","JD_Vance",2
2024-05-11,"JD_Vance","JD_Vance",2
2024-05-12,"JD_Vance","JD_Vance",2
2024-05-13,"JD_Vance","JD_Vance",17
2024-05-14,"JD_Vance","JD_Vance",10
2024-05-15,"JD_Vance","JD_Vance",7
2024-05-16,"JD_Vance","JD_Vance",3
2024-05-17,"JD_Vance","JD_Vance",1
2024-05-18,"JD_Vance","JD_Vance",5
2024-05-19,"JD_Vance","JD_Vance",2
2024-05-20,"JD_Vance","JD_Vance",3
2024-05-21,"JD_Vance","JD_Vance",2
2024-05-22,"JD_Vance","JD_Vance",5
2024-05-23,"JD_Vance","JD_Vance",3
2024-05-24,"JD_Vance","JD_Vance",5
2024-05-25,"JD_Vance","JD_Vance",3
2024-05-26,"JD_Vance","JD_Vance",4
2024-05-27,"JD_Vance","JD_Vance",1
2024-05-28,"JD_Vance","JD_Vance",2
2024-05-29,"JD_Vance","JD_Vance",2
2024-05-30,"JD_Vance","JD_Vance",4
2024-05-31,"JD_Vance","JD_Vance",5
2024-06-01,"JD_Vance","JD_Vance",1
2024-06-02,"JD_Vance","JD_Vance",2
2024-06-03,"JD_Vance","JD_Vance",4
2024-06-04,"JD_Vance","JD_Vance",3
2024-06-05,"JD_Vance","JD_Vance",6
2024-06-06,"JD_Vance","JD_Vance",23
2024-06-07,"JD_Vance","JD_Vance",7
2024-06-08,"JD_Vance","JD_Vance",4
2024-06-09,"JD_Vance","JD_Vance",2
2024-06-10,"JD_Vance","JD_Vance",6
2024-06-11,"JD_Vance","JD_Vance",5
2024-06-12,"JD_Vance","JD_Vance",0
2024-06-13,"JD_Vance","JD_Vance",4
2024-06-14,"JD_Vance","JD_Vance",6
2024-06-15,"JD_Vance","JD_Vance",6
2024-06-16,"JD_Vance","JD_Vance",5
2024-06-17,"JD_Vance","JD_Vance",21
2024-06-18,"JD_Vance","JD_Vance",5
2024-06-19,"JD_Vance","JD_Vance",4
2024-06-20,"JD_Vance","JD_Vance",5
2024-06-21,"JD_Vance","JD_Vance",7
2024-06-22,"JD_Vance","JD_Vance",3
2024-06-23,"JD_Vance","JD_Vance",13
2024-06-24,"JD_Vance","JD_Vance",13
2024-06-25,"JD_Vance","JD_Vance",12
2024-06-26,"JD_Vance","JD_Vance",29
2024-06-27,"JD_Vance","JD_Vance",12
2024-06-28,"JD_Vance","JD_Vance",30
2024-06-29,"JD_Vance","JD_Vance",17
2024-06-30,"JD_Vance","JD_Vance",15
2024-07-01,"JD_Vance","JD_Vance",12
2024-07-02,"JD_Vance","JD_Vance",2
2024-07-03,"JD_Vance","JD_Vance",17
2024-07-04,"JD_Vance","JD_Vance",2
2024-07-05,"JD_Vance","JD_Vance",0
2024-07-06,"JD_Vance","JD_Vance",7
2024-07-07,"JD_Vance","JD_Vance",11
2024-07-08,"JD_Vance","JD_Vance",22
2024-07-09,"JD_Vance","JD_Vance",21
2024-07-10,"JD_Vance","JD_Vance",25
