"from_2020","to_2024"
"CLAYTON|RIVERDALE 7","CLAYTON|RIVERDALE 7"
"CLAYTON|OAK5","CLAYTON|OAK5"
"CLAYTON|FOREST PARK 3","CLAYTON|FOREST PARK 3"
"CLAYTON|RIVERDALE 6","CLAYTON|RIVERDALE 6"
"CLAYTON|JONESBORO 15","CLAYTON|JONESBORO 15"
"CLAYTON|FOREST PARK 5","CLAYTON|FOREST PARK 5"
"CLAYTON|FOREST PARK 6","CLAYTON|FOREST PARK 6"
"PICKENS|APPALACHIAN","PICKENS|APPALACHIAN"
"GILMER|YUKON","GILMER|YUKON"
"CLAYTON|RIVERDALE 4","CLAYTON|RIVERDALE 4"
"CLAYTON|RIVERDALE 8","CLAYTON|RIVERDALE 8"
"CLAYTON|RIVERDALE 1","CLAYTON|RIVERDALE 1"
"CLAYTON|RIVERDALE 3","CLAYTON|RIVERDALE 3"
"CLAYTON|OAK 4","CLAYTON|OAK 4"
"CLAYTON|OAK 2","CLAYTON|OAK 2"
"CLAYTON|RIVERDALE 10","CLAYTON|RIVERDALE 10"
"CLAYTON|OAK 3","CLAYTON|OAK 3"
"NA|NA","FULTON|CP06B"
"FULTON|CP06A","FULTON|CP06A"
"FULTON|11J","FULTON|11J"
"FULTON|EP03B","FULTON|EP03B"
"FULTON|SC23C","FULTON|SC23C"
"FULTON|SC23A","FULTON|SC23A"
"CLAYTON|RIVERDALE 11","CLAYTON|RIVERDALE 11"
"FULTON|SC27","FULTON|SC27"
"FULTON|CP083","FULTON|CP083"
"FULTON|CP08A","FULTON|CP08A"
"FULTON|SC29A","FULTON|SC29A"
"FULTON|SC23B","FULTON|SC23B"
"FULTON|SC09B","FULTON|SC09B"
"FULTON|SC11B","FULTON|SC11B"
"FULTON|SC11A","FULTON|SC11A"
"NA|NA","NA|NA"
"NA|NA","NA|NA"
"FULTON|CP084","FULTON|CP084"
"FULTON|SC08D","FULTON|SC08D"
"FULTON|UC01B","FULTON|UC01B"
"FULTON|SC09C","FULTON|SC09C"
"FULTON|SC09A","FULTON|SC09A"
"FULTON|UC031","FULTON|UC031"
"FULTON|SC08E","FULTON|SC08E"
"NA|NA","NA|NA"
"NA|NA","FULTON|UC035"
"FULTON|SC08H","FULTON|SC08H"
"FULTON|UC01D","FULTON|UC01D"
"FULTON|SC17B","FULTON|SC17B"
"FULTON|SC08B","FULTON|SC08K"
"FULTON|SC15","FULTON|SC15"
"FULTON|FA01A","FULTON|FA01A"
"FULTON|UC02A","FULTON|UC02G"
"TROUP|HIGHLAND","TROUP|ROSEMONT"
"HEARD|SOUTHWEST","HEARD|SOUTHWEST"
"HEARD|EPHESUS","HEARD|EPHESUS"
"CARROLL|BOWDON","CARROLL|BOWDON"
"FULTON|SC07A","FULTON|SC07A"
"FULTON|SC04","FULTON|SC04"
"PAULDING|DIANNE WRIGHT INNOVATION CENTER","PAULDING|SOUTH PAULDING MIDDLE SCHOOL"
"FULTON|CH03","FULTON|CH03"
"DOUGLAS|PRAYS MILL GYM","DOUGLAS|PRAYS MILL GYM"
"FULTON|CH01","FULTON|CH01"
"FULTON|CH02","FULTON|CH02"
"DOUGLAS|CHURCH AT CHAPEL HILL","DOUGLAS|CHAPEL HILL HIGH SCHOOL"
"DOUGLAS|BRIGHT STAR","DOUGLAS|ELIZABETH BAPTIST CHURCH"
"DOUGLAS|DORSETT SHOALS","DOUGLAS|DORSETT SHOALS"
"TROUP|GARDNER NEWMAN","TROUP|GARDNER NEWMAN"
"HEARD|COOKSVILLE - CORINTH","HEARD|COOKSVILLE - CORINTH"
"HEARD|CENTRALHATCHEE","HEARD|CENTRALHATCHEE"
"CARROLL|OLD CAMP CHURCH","CARROLL|OLD CAMP"
"CARROLL|ROOPVILLE","CARROLL|ROOPVILLE"
"CARROLL|OAK GROVE","CARROLL|OAK GROVE"
"HEARD|ENON GROVE","HEARD|ENON GROVE"
"COWETA|DRESDEN","COWETA|DRESDEN"
"CARROLL|CLEM","CARROLL|CLEM"
"CLAY|BLUFFTON","CLAY|BLUFFTON"
"RANDOLPH|COLEMAN","RANDOLPH|COLEMAN"
"HENRY|STOCKBRIDGE CENTRAL","HENRY|STOCKBRIDGE CENTRAL-MERLE MANDERS"
"HENRY|STOCKBRIDGE EAST-WEST","HENRY|STOCKBRIDGE EAST-WEST"
"HENRY|WESLEY LAKES","HENRY|WESLEY LAKES"
"HENRY|WESTSIDE","HENRY|WESTSIDE"
"HENRY|LAKE HAVEN","HENRY|LAKE HAVEN"
"HENRY|FLIPPEN","HENRY|FLIPPEN"
"HENRY|HICKORY FLAT","HENRY|HICKORY FLAT"
"HENRY|COTTON INDIAN","HENRY|COTTON INDIAN"
"FAYETTE|FLINT","FAYETTE|FLINT"
"CLAYTON|PANHANDLE 1","CLAYTON|PANHANDLE 1"
"CLAYTON|LOVEJOY 3","CLAYTON|LOVEJOY 3"
"CLAYTON|LOVEJOY 4","CLAYTON|LOVEJOY 4"
"CLAYTON|LOVEJOY 5","CLAYTON|LOVEJOY 5"
"CLAYTON|JONESBORO 19","CLAYTON|JONESBORO 19"
"CLAYTON|JONESBORO 17","CLAYTON|JONESBORO 17"
"CLAYTON|JONESBORO 2","CLAYTON|JONESBORO 2"
"CLAYTON|RIVERDALE 9","CLAYTON|RIVERDALE 9"
"CLAYTON|JONESBORO 16","CLAYTON|JONESBORO 16"
"CLAYTON|RIVERDALE 5","CLAYTON|RIVERDALE 5"
"WHITFIELD|VA","WHITFIELD|VA"
"WHITFIELD|CO","WHITFIELD|CO"
"CARROLL|HULETT","CARROLL|MARS HILL"
"CARROLL|FAIRFIELD","CARROLL|FAIRFIELD"
"DOUGLAS|DOG RIVER LIBRARY","DOUGLAS|DOG RIVER LIBRARY"
"CARROLL|BONNER","CARROLL|BONNER"
"CARROLL|LAKESHORE REC CENTER","CARROLL|LAKESHORE"
"CARROLL|BETHANY","CARROLL|BETHANY"
"CARROLL|WEST CARROLLTON","CARROLL|CATHERINE HARDY"
"CARROLL|TABERNACLE CHURCH","CARROLL|TABERNACLE"
"CARROLL|COUNTY ADMIN BLDG","CARROLL|NEVA LOMASON"
"CARROLL|BURWELL","CARROLL|SHILOH"
"CARROLL|MT ZION","CARROLL|MT ZION"
"CARROLL|UNIVERSITY OF W. GA","CARROLL|UWG"
"SCREVEN|NEWINGTON","SCREVEN|PLANTERS ANNEX"
"SCREVEN|JACKSON FIRE STATION","SCREVEN|PLANTERS ANNEX"
"BURKE|GIRARD","BURKE|GIRARD"
"CHATTOOGA|DIRTSELLER","CHATTOOGA|LYERLY"
"CARROLL|KANSAS","CARROLL|KANSAS"
"FAYETTE|FAYETTEVILLE EAST","FAYETTE|FAYETTEVILLE EAST"
"FAYETTE|BANKS","FAYETTE|BANKS"
"FAYETTE|OAK RIDGE","FAYETTE|OAK RIDGE"
"FAYETTE|KENWOOD","FAYETTE|KENWOOD"
"FAYETTE|EUROPE","FAYETTE|EUROPE"
"CLAYTON|JONESBORO 1","CLAYTON|JONESBORO 1"
"CLAYTON|RIVERDALE 2","CLAYTON|RIVERDALE 2"
"CLAYTON|JONESBORO 12","CLAYTON|JONESBORO 12"
"CLAYTON|RIVERDALE 12","CLAYTON|RIVERDALE 12"
"RICHMOND|707","RICHMOND|707"
"RICHMOND|703","RICHMOND|703"
"COLUMBIA|STEVENS CREEK CHURCH","COLUMBIA|STEVENS CREEK CHURCH"
"RICHMOND|709","RICHMOND|707"
"RICHMOND|702","RICHMOND|702"
"FAYETTE|HOPEFUL","FAYETTE|HOPEFUL"
"FULTON|SC211","FULTON|SC211"
"FAYETTE|FAYETTEVILLE WEST","FAYETTE|FAYETTEVILLE WEST"
"FAYETTE|MORNING CREEK","FAYETTE|MORNING CREEK"
"FAYETTE|BLACKROCK","FAYETTE|BLACKROCK"
"FAYETTE|JEFF DAVIS","FAYETTE|JEFF DAVIS"
"COLUMBIA|LAKESIDE MIDDLE","COLUMBIA|CCBOE - SUPPORT COMPLEX"
"COLUMBIA|BLUERIDGE ELEMENTARY","COLUMBIA|CCBOE - SUPPORT COMPLEX"
"COLUMBIA|CHRIST THE KING CH","COLUMBIA|CHRIST THE KING LUTHERAN CHURCH"
"RICHMOND|706","RICHMOND|706"
"RICHMOND|705","RICHMOND|705"
"RICHMOND|708","RICHMOND|706"
"COLUMBIA|AUGUSTA CHRISTIAN","COLUMBIA|AUGUSTA CHRISTIAN SCHOOL"
"COLUMBIA|SAVANNAH RAPIDS PAVILION","COLUMBIA|SAVANNAH RAPIDS PAVILION"
"COLUMBIA|GENESIS CHURCH","COLUMBIA|ACS - FURYS FERRY RD CAMPUS"
"COWETA|CEDAR CREEK","COWETA|MADRAS"
"FULTON|CH05","FULTON|CH05"
"COWETA|MADRAS","COWETA|MADRAS"
"FULTON|CH04A","FULTON|CH05"
"COLUMBIA|COL CTY BOARD OF EDU","COLUMBIA|COL CTY BOARD OF EDU"
"COLUMBIA|BLANCHARD PARK","COLUMBIA|BLANCHARD PARK"
"COLUMBIA|TRINITY BAPT CHURCH","COLUMBIA|TRINITY BAPTIST CHURCH"
"COLUMBIA|MARVIN METHODIST","COLUMBIA|WESTMINSTER PRESBYTERIAN CHURCH"
"COLUMBIA|GOLD CROSS EMS","COLUMBIA|HARVEST POINTE FELLOWSHIP"
"COLUMBIA|CHURCH OF OUR SAVIOR","COLUMBIA|CHURCH OF OUR SAVIOR"
"COLUMBIA|WEST ACRES BAPTIST","COLUMBIA|WEST ACRES BAPTIST CHURCH"
"COLUMBIA|COL CTY MAIN LIBRARY","COLUMBIA|COL CTY MAIN LIBRARY"
"COLUMBIA|PHILADELPHIA CHURCH","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY"
"COLUMBIA|KIOKEE BAPT CHURCH","COLUMBIA|KIOKEE BAPTIST CHURCH"
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2","COLUMBIA|LIBERTY PARK - GROVETOWN"
"COLUMBIA|LIBERTY PARK - GROVETOWN","COLUMBIA|LIBERTY PARK - GROVETOWN"
"COLUMBIA|GROVETOWN METHODIST","COLUMBIA|GROVETOWN METHODIST CHURCH"
"COLUMBIA|GROVE FIRST BAPTIST CHURCH","COLUMBIA|GROVETOWN BRANCH LIBRARY"
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|MACEDONIA CHURCH OF GROVETOWN"
"COLUMBIA|PARKWAY BAPTIST CHURCH","COLUMBIA|PARKWAY ELEMENTARY SCHOOL"
"COLUMBIA|PATRIOTS PARK","COLUMBIA|PATRIOTS PARK"
"COLUMBIA|WOODLAWN BAPT CHURCH","COLUMBIA|WOODLAWN BAPT CHURCH"
"COLUMBIA|LEWIS METHODIST","COLUMBIA|LEWIS METHODIST CHURCH"
"WARREN|WARRENTON","WARREN|WARRENTON"
"JEFFERSON|STAPLETON CROSSROADS","JEFFERSON|STAPLETON CROSSROADS"
"JEFFERSON|AVERA","JEFFERSON|AVERA"
"GREENE|SILOAM","GREENE|SILOAM"
"HANCOCK|COURTHOUSE","HANCOCK|COURTHOUSE"
"HANCOCK|MAYFIELD COMMUNITY CENTER","HANCOCK|MAYFIELD COMMUNITY CENTER"
"FAYETTE|MURPHY","FAYETTE|MURPHY"
"FAYETTE|WILLOW POND","FAYETTE|WILLOW POND"
"FAYETTE|DOGWOOD","FAYETTE|DOGWOOD"
"FAYETTE|SPRING HILL","FAYETTE|SPRING HILL"
"FULTON|UC032","FULTON|UC032"
"MORGAN|4. CENTRAL MORGAN","MORGAN|4. DFACS"
"MORGAN|3. BETH/SPRINGFIELD","MORGAN|5.  BUCKHEAD"
"TWIGGS|HIGGSVILLE","TWIGGS|HIGGSVILLE"
"CLAYTON|JONESBORO 13","CLAYTON|JONESBORO 13"
"CLAYTON|JONESBORO 3","CLAYTON|JONESBORO 21"
"CLAYTON|JONESBORO 10","CLAYTON|JONESBORO 10"
"CLAYTON|JONESBORO 9","CLAYTON|JONESBORO 9"
"CLAYTON|JONESBORO 4","CLAYTON|JONESBORO 4"
"CLAYTON|LOVEJOY 1","CLAYTON|LOVEJOY 1"
"CARROLL|WHITESBURG","CARROLL|WHITESBURG"
"COWETA|CENTRAL","COWETA|CENTRAL"
"COWETA|GREENTOP","COWETA|GREENTOP"
"JONES|POPE","JONES|POPE"
"MORGAN|5. CLACKS CHAPEL","MORGAN|4. DFACS"
"JASPER|MARTIN - BURNEY","JASPER|MARTIN & BURNEY"
"NEWTON|BREWERS","NEWTON|06-BREWERS"
"NEWTON|LEGUINN","NEWTON|14-LEGUINN"
"NEWTON|MANSFIELD","NEWTON|15-MANSFIELD"
"NEWTON|NEWBORN","NEWTON|15-MANSFIELD"
"HENRY|MCDONOUGH CENTRAL","HENRY|MCDONOUGH CENTRAL"
"HENRY|LAKE DOW","HENRY|LAKE DOW"
"HENRY|EAST LAKE","HENRY|EAST LAKE"
"HENRY|MCMULLEN","HENRY|MCMULLEN"
"HENRY|TIMBERRIDGE","HENRY|TIMBERRIDGE"
"HENRY|KELLEYTOWN","HENRY|KELLEYTOWN"
"HENRY|SANDY RIDGE","HENRY|SANDY RIDGE"
"HENRY|MT. BETHEL","HENRY|MT. BETHEL"
"NEWTON|DOWNS","NEWTON|10-DOWNS"
"NEWTON|ROCKY PLAINS","NEWTON|06-BREWERS"
"NEWTON|LIVINGSTON","NEWTON|09-LIVINGSTON"
"FULTON|SC212","FULTON|SC212"
"FULTON|FA01C","FULTON|FA01C"
"FAYETTE|RISING STAR","FAYETTE|RISING STAR"
"FAYETTE|BRAELINN","FAYETTE|BRAELINN"
"FAYETTE|STARRSMILL","FAYETTE|STARRSMILL"
"DOOLY|BYROMVILLE","DOOLY|BYROMVILLE"
"MACON|OGLETHORPE","MACON|OGLETHORPE"
"PEACH|FORT VALLEY #2","PEACH|FORT VALLEY #2"
"PEACH|POWERSVILLE","PEACH|POWERSVILLE"
"CRAWFORD|DISTRICT 5","CRAWFORD|DISTRICT 5"
"PEACH|BYRON #1","PEACH|BYRON #1"
"MACON|MONTEZUMA #5","MACON|MONTEZUMA #5"
"MACON|MARSHALLVILLE","MACON|MARSHALLVILLE"
"PEACH|FORT VALLEY #3","PEACH|FORT VALLEY #3"
"HOUSTON|HAFS","HOUSTON|HAFS"
"DOOLY|VIENNA","DOOLY|VIENNA"
"DOOLY|PINEHURST","DOOLY|PINEHURST"
"TIFT|TY TY","TIFT|TY TY"
"WORTH|WARWICK","WORTH|WARWICK"
"CRISP|JAMESTOWN","CRISP|JAMESTOWN"
"CRISP|CORDELE","CRISP|CORDELE"
"WORTH|ISABELLA","WORTH|ISABELLA"
"WORTH|DOLES","WORTH|DOLES"
"WORTH|SUMNER","WORTH|SUMNER"
"BRANTLEY|WAYNESVILLE","BRANTLEY|WAYNESVILLE"
"WORTH|SYLVESTER","WORTH|SYLVESTER"
"WORTH|MINTON","WORTH|MINTON"
"COLQUITT|NORMAN PARK","COLQUITT|NORMAN PARK"
"COLQUITT|CROSLAND","COLQUITT|CROSLAND"
"WORTH|SCOOTERVILLE","WORTH|SCOOTERVILLE"
"COLQUITT|FUNSTON","COLQUITT|FUNSTON"
"COLQUITT|MILLCREEK","COLQUITT|MILLCREEK"
"COLQUITT|SHAW","COLQUITT|SHAW"
"COLQUITT|MONK","COLQUITT|MONK"
"BROOKS|BRIGGS","BROOKS|BRIGGS"
"THOMAS|COOLIDGE","THOMAS|COOLIDGE/MERRILLVILLE"
"THOMAS|PAVO","THOMAS|PAVO/PATTEN"
"COLQUITT|BRIDGECREEK","COLQUITT|BRIDGECREEK"
"COLQUITT|MURPHY","COLQUITT|MURPHY"
"THOMAS|BOSTON","THOMAS|BOSTON"
"THOMAS|BARWICK","THOMAS|BARWICK"
"THOMAS|PATTEN","THOMAS|PAVO/PATTEN"
"BROOKS|DIXIE","BROOKS|DIXIE"
"BROOKS|BARWICK","BROOKS|BARWICK"
"BROOKS|NANKIN","BROOKS|NANKIN"
"BROOKS|QUITMAN","BROOKS|QUITMAN"
"BIBB|WARRIOR 1","BIBB|WARRIOR 1"
"BIBB|HAZZARD 4","BIBB|HAZZARD 4"
"BIBB|HAZZARD 2","BIBB|HAZZARD 2"
"BIBB|HOWARD 2","BIBB|HOWARD 2"
"MONROE|BURGAYS","MONROE|BURGAYS"
"MONROE|BENTONS","MONROE|BENTONS"
"TWIGGS|DRY BRANCH","TWIGGS|DRY BRANCH"
"JONES|DAVIDSON","JONES|DAVIDSON"
"MONROE|DILLARDS","MONROE|DILLARDS"
"MONROE|CABANISS","MONROE|CABANISS"
"LEE|#4 LEESBURG","LEE|#4 LEESBURG"
"LEE|#1 CHOKEE","LEE|#1 CHOKEE"
"SUMTER|LESLIE","SUMTER|LESLIE"
"WORTH|OAKFIELD","WORTH|WARWICK"
"CRISP|CONEY","CRISP|CONEY"
"BUTTS|BUTTS COUNTY ADMIN BLDG","BUTTS|BUTTS COUNTY ADMINISTRATION JUDICIAL CENTER"
"HENRY|LOCUST GROVE","HENRY|LOCUST GROVE"
"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 1"
"PEACH|FORT VALLEY #1","PEACH|FORT VALLEY #1"
"CRAWFORD|DISTRICT 3","CRAWFORD|DISTRICT 3"
"CRAWFORD|DISTRICT 4","CRAWFORD|DISTRICT 4"
"MONROE|FORSYTH","MONROE|FORSYTH"
"MONROE|BRANTLEYS","MONROE|BRANTLEYS"
"PIKE|WILLIAMSON","PIKE|WILLIAMSON"
"PIKE|ZEBULON","PIKE|ZEBULON"
"PIKE|MEANSVILLE","PIKE|MEANSVILLE"
"CRAWFORD|DISTRICT 2","CRAWFORD|DISTRICT 1"
"MONROE|CULLODEN","MONROE|CULLODEN"
"LAMAR|REDBONE","LAMAR|1712ABC"
"MONROE|RUSSELLVILLE","MONROE|RUSSELLVILLE"
"MONROE|KELSEYS","MONROE|KELSEYS"
"MONROE|COX","MONROE|COX"
"MITCHELL|LESTER","MITCHELL|LESTER"
"COLQUITT|HARTSFIELD","COLQUITT|HARTSFIELD"
"COLQUITT|THIGPEN","COLQUITT|THIGPEN"
"COLQUITT|DOERUN","COLQUITT|DOERUN"
"WORTH|BRIDGEBORO","WORTH|BRIDGEBORO"
"CLAY|DAYS CROSS ROAD","CLAY|DAYS CROSS ROAD"
"MITCHELL|COTTON","MITCHELL|COTTON"
"MITCHELL|HINSONTON","MITCHELL|HINSONTON"
"THOMAS|LITTLE OCHLOCKNEE BAPTIST","THOMAS|LITTLE OCHLOCKNEE BAPTIST"
"THOMAS|MERRILVILLE","THOMAS|COOLIDGE/MERRILVILLE"
"COLQUITT|HAMILTON","COLQUITT|HAMILTON"
"MITCHELL|PEBBLE CITY","MITCHELL|PEBBLE CITY"
"MITCHELL|SALE CITY","MITCHELL|SALE CITY"
"THOMAS|GATLIN CREEK","THOMAS|GATLIN CREEK"
"THOMAS|CENTRAL","THOMAS|CENTRAL"
"GRADY|SPRING HILL","GRADY|SPRING HILL"
"THOMAS|METCALFE","THOMAS|METCALFE"
"THOMAS|FIRE STATION #2","THOMAS|FIRE STATION #2"
"THOMAS|HARPER","THOMAS|HARPER"
"SUMTER|ANDERSONVILLE","SUMTER|ANDERSONVILLE"
"DOOLY|LILLY","DOOLY|LILLY"
"DOUGHERTY|PHOEBE EAST","DOUGHERTY|TURNER ELEMENTARY"
"DOUGHERTY|PUTNEY 1ST BAPT CHUR","DOUGHERTY|PUTNEY 1ST BAPTIST CHURCH"
"DOUGHERTY|INTERNATIONAL STUDIE","DOUGHERTY|INTERNATIONAL STUDIES ELEMENTARY"
"DOUGHERTY|ALBANY MIDDLE SCHOOL","DOUGHERTY|ALBANY MIDDLE SCHOOL"
"MARION|FORT PERRY","MARION|FORT PERRY"
"MARION|TAZEWELL","MARION|TAZEWELL"
"DOUGHERTY|CHRIST CHURCH","DOUGHERTY|CHRIST METHODIST CHURCH"
"DOUGHERTY|2ND MT ZION CHURCH","DOUGHERTY|SECOND MT ZION CHURCH"
"SEMINOLE|PRECINCT 2","SEMINOLE|PRECINCT 2"
"EARLY|CEDAR SPRINGS","EARLY|CEDAR SPRINGS"
"EARLY|URQUHART","EARLY|URQUHART"
"RANDOLPH|SHELLMAN","RANDOLPH|SHELLMAN"
"CALHOUN|LEARY","CALHOUN|LEARY"
"TERRELL|HEROD-DOVER","TERRELL|HEROD-DOVER"
"TERRELL|GRAVES","TERRELL|GRAVES"
"RANDOLPH|SPRINGVALE","RANDOLPH|SPRINGVALE"
"RANDOLPH|CUTHBERT","RANDOLPH|CUTHBERT"
"RANDOLPH|BENEVOLENCE","RANDOLPH|BENEVOLENCE"
"CALHOUN|MORGAN","CALHOUN|MORGAN"
"CALHOUN|EDISON-ARLINGTON","CALHOUN|EDISON-ARLINGTON"
"CALHOUN|EDISON","CALHOUN|EDISON"
"RANDOLPH|CUTHBERT/COURTHOUSE","RANDOLPH|CUTHBERT/COURTHOUSE"
"DOUGHERTY|LAMAR REESE ELEM SCH","DOUGHERTY|LAMAR REESE ELEMENTARY"
"DOUGHERTY|ALICE COACHMAN ELEM","DOUGHERTY|ALICE COACHMAN ELEMENTARY"
"DOUGHERTY|LITMAN CATHEDRAL","DOUGHERTY|LITMAN CATHEDRAL"
"DOUGHERTY|MT ZION CENTER","DOUGHERTY|MT ZION CENTER"
"DOUGHERTY|CARVER TEEN CENTER","DOUGHERTY|1ST MOUNT OLIVE"
"DOUGHERTY|SHILOH BAPTIST CHURC","DOUGHERTY|SHILOH BAPTIST CHURCH"
"DOUGHERTY|PINE BLUFF BAPT CHUR","DOUGHERTY|PINE BLUFF BAPTIST CHURCH"
"LEE|#10 REDBONE","LEE|#10 REDBONE"
