"county","part","x","y"
"APPLING","1_1_1",119.96,-102.09
"APPLING","1_1_1",118.83,-126.08
"APPLING","1_1_1",120.25,-126.04
"APPLING","1_1_1",120.38,-135.61
"APPLING","1_1_1",118.95,-135.83
"APPLING","1_1_1",112.12,-130.44
"APPLING","1_1_1",109.9,-126.27
"APPLING","1_1_1",89.97,-114.83
"APPLING","1_1_1",85.66,-109.41
"APPLING","1_1_1",83.24,-109.41
"APPLING","1_1_1",83.3,-106.59
"APPLING","1_1_1",80.44,-106.6
"APPLING","1_1_1",80.43,-105.18
"APPLING","1_1_1",83.33,-105.15
"APPLING","1_1_1",83.24,-95.25
"APPLING","1_1_1",91.65,-95.22
"APPLING","1_1_1",91.5,-81
"APPLING","1_1_1",102.6,-84.82
"APPLING","1_1_1",102.63,-83.01
"APPLING","1_1_1",103.86,-84.54
"APPLING","1_1_1",105.24,-83.5
"APPLING","1_1_1",114.27,-88.06
"APPLING","1_1_1",119.66,-87.16
"APPLING","1_1_1",121.08,-89.59
"APPLING","1_1_1",121.87,-88.07
"APPLING","1_1_1",121.5,-92.15
"APPLING","1_1_1",127.87,-96.04
"APPLING","1_1_1",125.18,-95.85
"APPLING","1_1_1",124.25,-99.14
"APPLING","1_1_1",122.43,-99.13
"APPLING","1_1_1",124.08,-102.1
"APPLING","1_1_1",119.96,-102.09
"ATKINSON","2_1_1",55.39,-148.01
"ATKINSON","2_1_1",73.33,-147.96
"ATKINSON","2_1_1",73.34,-157.85
"ATKINSON","2_1_1",70.08,-156.4
"ATKINSON","2_1_1",66.71,-157.53
"ATKINSON","2_1_1",66.58,-163.61
"ATKINSON","2_1_1",69.4,-167.97
"ATKINSON","2_1_1",33.65,-168.16
"ATKINSON","2_1_1",34.89,-158.02
"ATKINSON","2_1_1",24.67,-141.93
"ATKINSON","2_1_1",52.85,-143.72
"ATKINSON","2_1_1",55.39,-148.01
"BACON","3_1_1",110.13,-126.46
"BACON","3_1_1",89.97,-114.83
"BACON","3_1_1",85.66,-109.41
"BACON","3_1_1",83.24,-109.41
"BACON","3_1_1",83.28,-113.65
"BACON","3_1_1",73.24,-113.71
"BACON","3_1_1",73.24,-126.4
"BACON","3_1_1",76.28,-126.42
"BACON","3_1_1",76.23,-136.25
"BACON","3_1_1",86,-136.24
"BACON","3_1_1",87.31,-141.9
"BACON","3_1_1",100.28,-140.39
"BACON","3_1_1",104.44,-136.17
"BACON","3_1_1",104.43,-133.35
"BACON","3_1_1",107.35,-133.38
"BACON","3_1_1",110.25,-130.58
"BACON","3_1_1",110.13,-126.46
"BAKER","4_1_1",-89.2,-154.89
"BAKER","4_1_1",-96.51,-167.23
"BAKER","4_1_1",-97.2,-166.2
"BAKER","4_1_1",-103.2,-170.69
"BAKER","4_1_1",-105.54,-174.33
"BAKER","4_1_1",-105.71,-179.34
"BAKER","4_1_1",-109.01,-179.24
"BAKER","4_1_1",-108.27,-159.63
"BAKER","4_1_1",-118.22,-159.18
"BAKER","4_1_1",-117.61,-139.78
"BAKER","4_1_1",-103.67,-140.6
"BAKER","4_1_1",-100.62,-137.65
"BAKER","4_1_1",-98.44,-138.61
"BAKER","4_1_1",-99.6,-139.67
"BAKER","4_1_1",-70.43,-139.52
"BAKER","4_1_1",-71.6,-142.45
"BAKER","4_1_1",-75.64,-144.87
"BAKER","4_1_1",-76.15,-148.87
"BAKER","4_1_1",-82.57,-150.38
"BAKER","4_1_1",-89.2,-154.89
"BALDWIN","5_1_1",18.11,31.48
"BALDWIN","5_1_1",11.58,26.87
"BALDWIN","5_1_1",10.49,27.95
"BALDWIN","5_1_1",3.96,25.09
"BALDWIN","5_1_1",-2.71,53.86
"BALDWIN","5_1_1",6.47,51.88
"BALDWIN","5_1_1",7.62,53.66
"BALDWIN","5_1_1",12.79,54.28
"BALDWIN","5_1_1",28.2,50.14
"BALDWIN","5_1_1",26.24,42.98
"BALDWIN","5_1_1",27.74,39.03
"BALDWIN","5_1_1",32.46,42.29
"BALDWIN","5_1_1",33.2,40.45
"BALDWIN","5_1_1",31.03,36.37
"BALDWIN","5_1_1",32.8,31.83
"BALDWIN","5_1_1",30.78,27.47
"BALDWIN","5_1_1",23.9,34.29
"BALDWIN","5_1_1",20.6,31.91
"BALDWIN","5_1_1",22.21,29.94
"BALDWIN","5_1_1",18.11,31.48
"BANKS","6_1_1",-7.85,172.83
"BANKS","6_1_1",-15.96,172.95
"BANKS","6_1_1",-22.93,179.82
"BANKS","6_1_1",-24.78,184.84
"BANKS","6_1_1",-22.34,190.12
"BANKS","6_1_1",-12.63,198.8
"BANKS","6_1_1",0.3,195.35
"BANKS","6_1_1",1.87,189.81
"BANKS","6_1_1",0.56,180.28
"BANKS","6_1_1",5.72,173.23
"BANKS","6_1_1",3.23,167.7
"BANKS","6_1_1",-0.22,166.16
"BANKS","6_1_1",-7.85,172.83
"BARROW","7_1_1",-25.54,135.14
"BARROW","7_1_1",-33.48,132.68
"BARROW","7_1_1",-43.33,144.82
"BARROW","7_1_1",-38.52,158.47
"BARROW","7_1_1",-33.64,151.51
"BARROW","7_1_1",-30.79,151.76
"BARROW","7_1_1",-28.54,149.29
"BARROW","7_1_1",-27.19,150.52
"BARROW","7_1_1",-16.08,148.64
"BARROW","7_1_1",-13.95,144.6
"BARROW","7_1_1",-12.69,140.47
"BARROW","7_1_1",-22.84,133.86
"BARROW","7_1_1",-25.54,135.14
"BARTOW","8_1_1",-116.21,153.61
"BARTOW","8_1_1",-151.98,154.61
"BARTOW","8_1_1",-151.54,169.11
"BARTOW","8_1_1",-149.62,169.06
"BARTOW","8_1_1",-148.8,173.23
"BARTOW","8_1_1",-149.33,183.89
"BARTOW","8_1_1",-147.68,183.86
"BARTOW","8_1_1",-147.66,188.9
"BARTOW","8_1_1",-122.67,189
"BARTOW","8_1_1",-122.63,190.82
"BARTOW","8_1_1",-115.22,190.69
"BARTOW","8_1_1",-116.21,153.61
"BEN HILL","9_1_1",38.27,-101.89
"BEN HILL","9_1_1",35.22,-102.2
"BEN HILL","9_1_1",27.79,-97.69
"BEN HILL","9_1_1",25.6,-98.7
"BEN HILL","9_1_1",20.54,-94.07
"BEN HILL","9_1_1",-7.99,-95.79
"BEN HILL","9_1_1",-5.08,-104.53
"BEN HILL","9_1_1",5.71,-103.23
"BEN HILL","9_1_1",7.05,-113.1
"BEN HILL","9_1_1",12.73,-113.17
"BEN HILL","9_1_1",12.67,-116.02
"BEN HILL","9_1_1",21.12,-116.28
"BEN HILL","9_1_1",21.18,-113.31
"BEN HILL","9_1_1",38.07,-113.85
"BEN HILL","9_1_1",38.27,-101.89
"BERRIEN","10_1_1",22.39,-172.76
"BERRIEN","10_1_1",22.21,-181.65
"BERRIEN","10_1_1",19.29,-181.67
"BERRIEN","10_1_1",19.29,-185.75
"BERRIEN","10_1_1",10.02,-185.56
"BERRIEN","10_1_1",11.48,-181.52
"BERRIEN","10_1_1",7.45,-177.75
"BERRIEN","10_1_1",9.1,-171.24
"BERRIEN","10_1_1",6.25,-167.32
"BERRIEN","10_1_1",6.24,-161.74
"BERRIEN","10_1_1",1.28,-159.88
"BERRIEN","10_1_1",-3.69,-153.5
"BERRIEN","10_1_1",-2.84,-148.23
"BERRIEN","10_1_1",2.77,-144.1
"BERRIEN","10_1_1",2.9,-137.01
"BERRIEN","10_1_1",24.17,-136.18
"BERRIEN","10_1_1",24.65,-143.98
"BERRIEN","10_1_1",32.39,-151.95
"BERRIEN","10_1_1",34.89,-158.02
"BERRIEN","10_1_1",33.13,-163.53
"BERRIEN","10_1_1",34.66,-171.78
"BERRIEN","10_1_1",22.39,-172.76
"BIBB","11_1_1",-18.55,-3.95
"BIBB","11_1_1",-38.43,3.36
"BIBB","11_1_1",-46.05,13.37
"BIBB","11_1_1",-46.03,16.57
"BIBB","11_1_1",-31.22,28.05
"BIBB","11_1_1",-28.52,27.81
"BIBB","11_1_1",-27.66,24.07
"BIBB","11_1_1",-24.18,20.87
"BIBB","11_1_1",-18.53,20.86
"BIBB","11_1_1",-16.71,18.34
"BIBB","11_1_1",-15.44,19.67
"BIBB","11_1_1",-8.37,13.77
"BIBB","11_1_1",-16.74,4.24
"BIBB","11_1_1",-18.96,4.6
"BIBB","11_1_1",-18.55,-3.95
"BLECKLEY","12_1_1",5.32,-47.15
"BLECKLEY","12_1_1",10.92,-41.68
"BLECKLEY","12_1_1",8.96,-39.72
"BLECKLEY","12_1_1",21.31,-27.44
"BLECKLEY","12_1_1",24.54,-30.7
"BLECKLEY","12_1_1",16.28,-12.84
"BLECKLEY","12_1_1",-9.2,-27.49
"BLECKLEY","12_1_1",-7.75,-30.49
"BLECKLEY","12_1_1",-9.22,-33.09
"BLECKLEY","12_1_1",5.32,-47.15
"BRANTLEY","13_1_1",128.42,-179.55
"BRANTLEY","13_1_1",125.91,-186.63
"BRANTLEY","13_1_1",121.09,-186.68
"BRANTLEY","13_1_1",113.69,-178.55
"BRANTLEY","13_1_1",113.53,-169
"BRANTLEY","13_1_1",106.31,-166.72
"BRANTLEY","13_1_1",106.3,-162.93
"BRANTLEY","13_1_1",114.98,-165.53
"BRANTLEY","13_1_1",123.73,-157.15
"BRANTLEY","13_1_1",132.58,-157.14
"BRANTLEY","13_1_1",133.98,-153.55
"BRANTLEY","13_1_1",129.22,-146.32
"BRANTLEY","13_1_1",140.47,-149.26
"BRANTLEY","13_1_1",152.07,-147.11
"BRANTLEY","13_1_1",158.72,-150.74
"BRANTLEY","13_1_1",154.14,-168.29
"BRANTLEY","13_1_1",155.71,-168.58
"BRANTLEY","13_1_1",150.75,-172.3
"BRANTLEY","13_1_1",148.73,-176.67
"BRANTLEY","13_1_1",141.56,-177.04
"BRANTLEY","13_1_1",139.71,-182.31
"BRANTLEY","13_1_1",128.42,-179.55
"BROOKS","14_1_2_1",-7.95,-216.23
"BROOKS","14_1_2_1",-5.22,-221.75
"BROOKS","14_1_2_1",3.53,-226.41
"BROOKS","14_1_2_1",4.05,-228.8
"BROOKS","14_1_2_1",-32.94,-226.41
"BROOKS","14_1_2_1",-32.08,-184.36
"BROOKS","14_1_2_1",-16.6,-184.82
"BROOKS","14_1_2_1",-16.68,-179.91
"BROOKS","14_1_2_1",-16.6,-179.82
"BROOKS","14_1_2_1",-14.31,-182.66
"BROOKS","14_1_2_1",-9.83,-182.67
"BROOKS","14_1_2_1",-6.5,-185.32
"BROOKS","14_1_2_1",-2.79,-194.26
"BROOKS","14_1_2_1",-3.85,-199.14
"BROOKS","14_1_2_1",2.92,-201.43
"BROOKS","14_1_2_1",5.13,-204.83
"BROOKS","14_1_2_1",3.87,-206.72
"BROOKS","14_1_2_1",-4.75,-208.79
"BROOKS","14_1_2_1",-5.21,-214.09
"BROOKS","14_1_2_1",-7.95,-216.23
"BRYAN","15_1_1_1",208.77,-84.44
"BRYAN","15_1_1_1",206.28,-88.01
"BRYAN","15_1_1_1",210.68,-86.68
"BRYAN","15_1_1_1",213.93,-91.44
"BRYAN","15_1_1_1",210.02,-97.96
"BRYAN","15_1_1_1",211.97,-99.29
"BRYAN","15_1_1_1",210.81,-102.25
"BRYAN","15_1_1_1",212.71,-107.31
"BRYAN","15_1_1_1",202.4,-102.78
"BRYAN","15_1_1_1",201.13,-98.57
"BRYAN","15_1_1_1",197.74,-99.04
"BRYAN","15_1_1_1",195.66,-93.54
"BRYAN","15_1_1_1",194.97,-95.97
"BRYAN","15_1_1_1",193.44,-96.35
"BRYAN","15_1_1_1",194.47,-95.23
"BRYAN","15_1_1_1",190.89,-92.04
"BRYAN","15_1_1_1",188.54,-82.89
"BRYAN","15_1_1_1",199.11,-77.98
"BRYAN","15_1_1_1",199.54,-81.83
"BRYAN","15_1_1_1",202.45,-83.78
"BRYAN","15_1_1_1",201.83,-85.66
"BRYAN","15_1_1_1",204.84,-85.8
"BRYAN","15_1_1_1",204.36,-88.12
"BRYAN","15_1_1_1",208.77,-84.44
"BRYAN","15_1_2_1",185.01,-49.19
"BRYAN","15_1_2_1",190.02,-67.02
"BRYAN","15_1_2_1",185.33,-65.1
"BRYAN","15_1_2_1",157.41,-64.43
"BRYAN","15_1_2_1",154.37,-63.43
"BRYAN","15_1_2_1",152.58,-59.62
"BRYAN","15_1_2_1",185.01,-49.19
"BULLOCH","16_1_1",150.29,-52.13
"BULLOCH","16_1_1",141.92,-46.18
"BULLOCH","16_1_1",134.74,-46.95
"BULLOCH","16_1_1",139.26,-30.61
"BULLOCH","16_1_1",133.97,-24.63
"BULLOCH","16_1_1",134.2,-19.82
"BULLOCH","16_1_1",128.6,-17.06
"BULLOCH","16_1_1",131.19,-9.47
"BULLOCH","16_1_1",146.8,-4.09
"BULLOCH","16_1_1",160.56,-15.77
"BULLOCH","16_1_1",171.06,-19.35
"BULLOCH","16_1_1",175.05,-22.65
"BULLOCH","16_1_1",175.38,-32.47
"BULLOCH","16_1_1",182.03,-39.53
"BULLOCH","16_1_1",185.26,-48.74
"BULLOCH","16_1_1",152.66,-59.55
"BULLOCH","16_1_1",150.29,-52.13
"BURKE","17_1_1",117.05,13.44
"BURKE","17_1_1",111,12.12
"BURKE","17_1_1",101.39,15.58
"BURKE","17_1_1",105.4,26.94
"BURKE","17_1_1",103.5,40.81
"BURKE","17_1_1",108.74,59.24
"BURKE","17_1_1",105.46,63.52
"BURKE","17_1_1",114.51,66.9
"BURKE","17_1_1",121.02,59.73
"BURKE","17_1_1",124.82,60.99
"BURKE","17_1_1",132.37,59.38
"BURKE","17_1_1",141,63.34
"BURKE","17_1_1",148.6,57.86
"BURKE","17_1_1",151.98,58.58
"BURKE","17_1_1",152.14,53.04
"BURKE","17_1_1",156.53,48.55
"BURKE","17_1_1",166.86,45.15
"BURKE","17_1_1",171.25,40.07
"BURKE","17_1_1",173.42,40.05
"BURKE","17_1_1",152.61,24.39
"BURKE","17_1_1",144.1,29.21
"BURKE","17_1_1",134.95,25.74
"BURKE","17_1_1",123.28,24.82
"BURKE","17_1_1",119.36,21.09
"BURKE","17_1_1",117.05,13.44
"BUTTS","18_1_1",-38.51,60.95
"BUTTS","18_1_1",-43.19,75.23
"BUTTS","18_1_1",-48.69,82.7
"BUTTS","18_1_1",-50.52,82.44
"BUTTS","18_1_1",-53.29,78.65
"BUTTS","18_1_1",-52.5,75.05
"BUTTS","18_1_1",-58.86,73.59
"BUTTS","18_1_1",-61.55,67.83
"BUTTS","18_1_1",-65.39,67.02
"BUTTS","18_1_1",-64.15,65.19
"BUTTS","18_1_1",-67.31,61.55
"BUTTS","18_1_1",-67.45,56.02
"BUTTS","18_1_1",-43.68,55.8
"BUTTS","18_1_1",-39.36,53.36
"BUTTS","18_1_1",-37.97,54.82
"BUTTS","18_1_1",-40.48,56.74
"BUTTS","18_1_1",-38.51,60.95
"CALHOUN","19_1_1",-108.9,-139.11
"CALHOUN","19_1_1",-132,-139.33
"CALHOUN","19_1_1",-133.7,-135.23
"CALHOUN","19_1_1",-132.62,-132.12
"CALHOUN","19_1_1",-134.84,-133.17
"CALHOUN","19_1_1",-134.67,-126.92
"CALHOUN","19_1_1",-132.77,-125.02
"CALHOUN","19_1_1",-134.6,-124.95
"CALHOUN","19_1_1",-135.47,-121.97
"CALHOUN","19_1_1",-134.47,-118.95
"CALHOUN","19_1_1",-119.17,-119.12
"CALHOUN","19_1_1",-118.45,-116.5
"CALHOUN","19_1_1",-115.93,-118.22
"CALHOUN","19_1_1",-113.51,-117.23
"CALHOUN","19_1_1",-113.56,-119.03
"CALHOUN","19_1_1",-112.3,-117.27
"CALHOUN","19_1_1",-111.72,-119.08
"CALHOUN","19_1_1",-99.62,-119.12
"CALHOUN","19_1_1",-100.13,-127.28
"CALHOUN","19_1_1",-96.2,-137.45
"CALHOUN","19_1_1",-97.87,-139.69
"CALHOUN","19_1_1",-100.62,-137.65
"CALHOUN","19_1_1",-103.67,-140.6
"CALHOUN","19_1_1",-108.9,-139.11
"CAMDEN","20_1_1",167.14,-215.57
"CAMDEN","20_1_1",160.84,-215.63
"CAMDEN","20_1_1",156.07,-212.11
"CAMDEN","20_1_1",154.84,-213.87
"CAMDEN","20_1_1",153.81,-211.03
"CAMDEN","20_1_1",146.57,-210.5
"CAMDEN","20_1_1",143.02,-206.63
"CAMDEN","20_1_1",144.12,-197.55
"CAMDEN","20_1_1",141.87,-197.2
"CAMDEN","20_1_1",144.06,-191.98
"CAMDEN","20_1_1",141.57,-189.17
"CAMDEN","20_1_1",142.72,-183.46
"CAMDEN","20_1_1",139.61,-180.92
"CAMDEN","20_1_1",141.56,-177.04
"CAMDEN","20_1_1",148.73,-176.67
"CAMDEN","20_1_1",150.75,-172.3
"CAMDEN","20_1_1",155.71,-168.58
"CAMDEN","20_1_1",156.1,-170.39
"CAMDEN","20_1_1",168.53,-175.24
"CAMDEN","20_1_1",175.19,-172.63
"CAMDEN","20_1_1",174.36,-176.65
"CAMDEN","20_1_1",182,-180.9
"CAMDEN","20_1_1",182.89,-183.28
"CAMDEN","20_1_1",185.87,-182.86
"CAMDEN","20_1_1",188.41,-187.77
"CAMDEN","20_1_1",200.08,-188.21
"CAMDEN","20_1_1",199.45,-191.69
"CAMDEN","20_1_1",196.34,-194.29
"CAMDEN","20_1_1",191.4,-212.69
"CAMDEN","20_1_1",195.4,-215.07
"CAMDEN","20_1_1",196.63,-218.58
"CAMDEN","20_1_1",186.66,-219.1
"CAMDEN","20_1_1",183.06,-217.29
"CAMDEN","20_1_1",178.86,-217.61
"CAMDEN","20_1_1",178.31,-219.34
"CAMDEN","20_1_1",172.19,-217.12
"CAMDEN","20_1_1",171.53,-218.66
"CAMDEN","20_1_1",170.02,-216.41
"CAMDEN","20_1_1",167.38,-217.28
"CAMDEN","20_1_1",167.14,-215.57
"CANDLER","21_1_1",134.74,-46.93
"CANDLER","21_1_1",139.26,-30.61
"CANDLER","21_1_1",133.97,-24.63
"CANDLER","21_1_1",134.2,-19.82
"CANDLER","21_1_1",123.91,-14.76
"CANDLER","21_1_1",117.53,-19.24
"CANDLER","21_1_1",113.92,-28.92
"CANDLER","21_1_1",107.76,-38.09
"CANDLER","21_1_1",109.85,-41.69
"CANDLER","21_1_1",134.74,-46.93
"CARROLL","22_1_1",-146.33,84.66
"CARROLL","22_1_1",-150.16,81.64
"CARROLL","22_1_1",-176.04,82.35
"CARROLL","22_1_1",-176.26,83.73
"CARROLL","22_1_1",-179.71,107.39
"CARROLL","22_1_1",-175.22,107.2
"CARROLL","22_1_1",-152.97,113.77
"CARROLL","22_1_1",-152.66,124.61
"CARROLL","22_1_1",-139.04,120.89
"CARROLL","22_1_1",-139.75,97.9
"CARROLL","22_1_1",-130.76,97.85
"CARROLL","22_1_1",-132.99,94.88
"CARROLL","22_1_1",-131.69,91.69
"CARROLL","22_1_1",-134.6,91.15
"CARROLL","22_1_1",-142.71,82.85
"CARROLL","22_1_1",-146.33,84.66
"CATOOSA","23_1_1",-164.86,239.33
"CATOOSA","23_1_1",-170.57,240.5
"CATOOSA","23_1_1",-170.35,255
"CATOOSA","23_1_1",-144.3,254.87
"CATOOSA","23_1_1",-148.46,242.01
"CATOOSA","23_1_1",-151.98,241.22
"CATOOSA","23_1_1",-152.06,236.33
"CATOOSA","23_1_1",-158.47,236.46
"CATOOSA","23_1_1",-159.76,230.7
"CATOOSA","23_1_1",-164.97,231.62
"CATOOSA","23_1_1",-164.86,239.33
"CHARLTON","24_1_1",133.79,-236.09
"CHARLTON","24_1_1",131.01,-257.39
"CHARLTON","24_1_1",128.3,-259.2
"CHARLTON","24_1_1",124.48,-257.8
"CHARLTON","24_1_1",119.06,-259.17
"CHARLTON","24_1_1",116.05,-256.77
"CHARLTON","24_1_1",114.25,-251.66
"CHARLTON","24_1_1",115.1,-245.03
"CHARLTON","24_1_1",111.29,-239.03
"CHARLTON","24_1_1",113.74,-235.98
"CHARLTON","24_1_1",119.65,-211.8
"CHARLTON","24_1_1",93.74,-210.86
"CHARLTON","24_1_1",93.98,-186.65
"CHARLTON","24_1_1",125.91,-186.63
"CHARLTON","24_1_1",127.76,-179.38
"CHARLTON","24_1_1",142.58,-183.18
"CHARLTON","24_1_1",141.57,-189.17
"CHARLTON","24_1_1",144.06,-192
"CHARLTON","24_1_1",141.87,-197.2
"CHARLTON","24_1_1",144.12,-197.55
"CHARLTON","24_1_1",143.07,-207.79
"CHARLTON","24_1_1",138.73,-206.74
"CHARLTON","24_1_1",136.1,-212.46
"CHARLTON","24_1_1",131.83,-211.24
"CHARLTON","24_1_1",132.91,-214.13
"CHARLTON","24_1_1",130.51,-214.98
"CHARLTON","24_1_1",129.7,-217.97
"CHARLTON","24_1_1",129.48,-225.99
"CHARLTON","24_1_1",133.79,-236.09
"CHATHAM","25_1_1",202.45,-83.77
"CHATHAM","25_1_1",197.9,-75.64
"CHATHAM","25_1_1",191.8,-70.46
"CHATHAM","25_1_1",189.46,-65.25
"CHATHAM","25_1_1",207.65,-49.16
"CHATHAM","25_1_1",212.45,-50.29
"CHATHAM","25_1_1",215.42,-53.65
"CHATHAM","25_1_1",215.75,-56.19
"CHATHAM","25_1_1",214.01,-56.99
"CHATHAM","25_1_1",215.69,-58.62
"CHATHAM","25_1_1",215.48,-62.63
"CHATHAM","25_1_1",222.84,-65.91
"CHATHAM","25_1_1",224.53,-64.7
"CHATHAM","25_1_1",234.45,-76.25
"CHATHAM","25_1_1",236.2,-73.12
"CHATHAM","25_1_1",239.81,-72.15
"CHATHAM","25_1_1",237.01,-70.73
"CHATHAM","25_1_1",240.68,-70.2
"CHATHAM","25_1_1",247.15,-75.08
"CHATHAM","25_1_1",246.01,-79.83
"CHATHAM","25_1_1",222.5,-107.92
"CHATHAM","25_1_1",212.71,-107.26
"CHATHAM","25_1_1",210.81,-102.25
"CHATHAM","25_1_1",211.97,-99.29
"CHATHAM","25_1_1",210.02,-97.96
"CHATHAM","25_1_1",213.91,-91.38
"CHATHAM","25_1_1",210.51,-86.59
"CHATHAM","25_1_1",205.99,-87.84
"CHATHAM","25_1_1",208.37,-84.17
"CHATHAM","25_1_1",204.25,-88.05
"CHATHAM","25_1_1",204.84,-85.8
"CHATHAM","25_1_1",202.03,-85.91
"CHATHAM","25_1_1",202.45,-83.77
"CHATTAHOOCHEE","26_1_1",-143.47,-51.03
"CHATTAHOOCHEE","26_1_1",-118.59,-51.13
"CHATTAHOOCHEE","26_1_1",-118.42,-42.6
"CHATTAHOOCHEE","26_1_1",-121.16,-42.95
"CHATTAHOOCHEE","26_1_1",-130.16,-38.17
"CHATTAHOOCHEE","26_1_1",-131.14,-48.32
"CHATTAHOOCHEE","26_1_1",-143.57,-48.89
"CHATTAHOOCHEE","26_1_1",-143.47,-51.03
"CHATTOOGA","27_1_1",-163.65,193.98
"CHATTOOGA","27_1_1",-178.06,186.79
"CHATTOOGA","27_1_1",-182.96,177.69
"CHATTOOGA","27_1_1",-189.85,177.85
"CHATTOOGA","27_1_1",-195.17,211.5
"CHATTOOGA","27_1_1",-156.69,210.67
"CHATTOOGA","27_1_1",-163.65,193.98
"CHEROKEE","28_1_1",-94.03,152.83
"CHEROKEE","28_1_1",-116.21,153.61
"CHEROKEE","28_1_1",-115.22,190.69
"CHEROKEE","28_1_1",-108.74,190.57
"CHEROKEE","28_1_1",-108.76,187.17
"CHEROKEE","28_1_1",-78.87,186.83
"CHEROKEE","28_1_1",-79.18,165.19
"CHEROKEE","28_1_1",-87.78,164.25
"CHEROKEE","28_1_1",-88.67,158.49
"CHEROKEE","28_1_1",-93.95,156.79
"CHEROKEE","28_1_1",-94.03,152.83
"CLARKE","29_1_1",6.85,128.19
"CLARKE","29_1_1",-2.03,136.15
"CLARKE","29_1_1",-10.03,136.63
"CLARKE","29_1_1",-12.69,140.47
"CLARKE","29_1_1",-9.08,142.87
"CLARKE","29_1_1",-9.43,143.27
"CLARKE","29_1_1",-9.58,144.02
"CLARKE","29_1_1",-9.52,144.2
"CLARKE","29_1_1",-7.78,143.44
"CLARKE","29_1_1",1.4,148.44
"CLARKE","29_1_1",12.62,144.95
"CLARKE","29_1_1",11.3,138.37
"CLARKE","29_1_1",14.71,133.65
"CLARKE","29_1_1",11.48,127.38
"CLARKE","29_1_1",6.85,128.19
"CLAY","30_1_1",-134.83,-132.1
"CLAY","30_1_1",-154.74,-133.5
"CLAY","30_1_1",-157.19,-118.75
"CLAY","30_1_1",-163.5,-110.21
"CLAY","30_1_1",-162.82,-106.01
"CLAY","30_1_1",-164.83,-100.68
"CLAY","30_1_1",-147.56,-101.23
"CLAY","30_1_1",-147.73,-108.38
"CLAY","30_1_1",-145.11,-112.98
"CLAY","30_1_1",-146.27,-118.91
"CLAY","30_1_1",-134.47,-118.95
"CLAY","30_1_1",-135.47,-121.97
"CLAY","30_1_1",-134.6,-124.95
"CLAY","30_1_1",-132.77,-125.02
"CLAY","30_1_1",-134.67,-126.92
"CLAY","30_1_1",-133.68,-130.66
"CLAY","30_1_1",-134.83,-132.1
"CLAYTON","31_1_1",-92.57,73.69
"CLAYTON","31_1_1",-93.15,82.15
"CLAYTON","31_1_1",-91.43,83.02
"CLAYTON","31_1_1",-91.71,86.58
"CLAYTON","31_1_1",-94.79,88.55
"CLAYTON","31_1_1",-96.49,94.87
"CLAYTON","31_1_1",-98.28,94.91
"CLAYTON","31_1_1",-98.08,105.77
"CLAYTON","31_1_1",-81.72,105.46
"CLAYTON","31_1_1",-78.31,99.1
"CLAYTON","31_1_1",-80.14,98.22
"CLAYTON","31_1_1",-80.18,94.52
"CLAYTON","31_1_1",-82.86,94.57
"CLAYTON","31_1_1",-83.16,81.98
"CLAYTON","31_1_1",-88.64,82.08
"CLAYTON","31_1_1",-88.79,72.8
"CLAYTON","31_1_1",-92.57,73.69
"CLINCH","32_1_1",77.13,-186.24
"CLINCH","32_1_1",86.87,-192.3
"CLINCH","32_1_1",86.54,-208.23
"CLINCH","32_1_1",92.24,-208.12
"CLINCH","32_1_1",94.1,-234.53
"CLINCH","32_1_1",78.26,-233.58
"CLINCH","32_1_1",77.6,-220.89
"CLINCH","32_1_1",57.9,-217.02
"CLINCH","32_1_1",54.36,-212.5
"CLINCH","32_1_1",52.96,-206.75
"CLINCH","32_1_1",40.99,-202.99
"CLINCH","32_1_1",40.86,-168.1
"CLINCH","32_1_1",69.4,-167.97
"CLINCH","32_1_1",77.13,-186.24
"COBB","33_1_1",-113.18,123.24
"COBB","33_1_1",-122.57,123.5
"COBB","33_1_1",-123.46,153.83
"COBB","33_1_1",-94.03,152.83
"COBB","33_1_1",-90.14,142.21
"COBB","33_1_1",-96.8,134.87
"COBB","33_1_1",-97.71,125.4
"COBB","33_1_1",-109.13,116.39
"COBB","33_1_1",-113.18,123.24
"COFFEE","34_1_1",41.97,-142.41
"COFFEE","34_1_1",24.67,-141.93
"COFFEE","34_1_1",23.65,-137.37
"COFFEE","34_1_1",27.39,-135.51
"COFFEE","34_1_1",31.8,-127.22
"COFFEE","34_1_1",32.36,-120.75
"COFFEE","34_1_1",38.03,-115.26
"COFFEE","34_1_1",38.76,-101.18
"COFFEE","34_1_1",50.85,-101.61
"COFFEE","34_1_1",53.34,-97.92
"COFFEE","34_1_1",53.4,-113.98
"COFFEE","34_1_1",73.24,-113.71
"COFFEE","34_1_1",73.24,-126.4
"COFFEE","34_1_1",76.28,-127.5
"COFFEE","34_1_1",76.23,-136.25
"COFFEE","34_1_1",73.32,-136.27
"COFFEE","34_1_1",73.33,-147.96
"COFFEE","34_1_1",55.39,-148.01
"COFFEE","34_1_1",53.3,-143.9
"COFFEE","34_1_1",42.01,-143.81
"COFFEE","34_1_1",41.97,-142.41
"COLQUITT","35_1_1",-37.81,-185.63
"COLQUITT","35_1_1",-37.77,-184.22
"COLQUITT","35_1_1",-57.63,-183.81
"COLQUITT","35_1_1",-57.03,-151.28
"COLQUITT","35_1_1",-34.16,-151.68
